county	time	grade	pct_dtap_medical_exempt	pct_dtap_nonmedical_exempt	pct_hepb_medical_exempt	pct_hepb_nonmedical_exempt	pct_hib_medical_exempt	pct_hib_nonmedical_exempt	pct_mmr_medical_exempt	pct_mmr_nonmedical_exempt	pct_pcv_medical_exempt	pct_pcv_nonmedical_exempt	pct_polio_medical_exempt	pct_polio_nonmedical_exempt	pct_varicella_medical_exempt	pct_varicella_nonmedical_exempt	pct_tdap_medical_exempt	pct_tdap_nonmedical_exempt	geography	state	geography_name	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt
La Plata	2018-09-01	School	0.02	5.02	0.03	5.87	NA	NA	0.07	5.28	NA	NA	0.03	5.67	0.41	6.47	NA	5.15	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2019-09-01	Child Care/Preschool	0.11	4.94	0.23	6.2	0.11	4.13	0.23	5.63	0.11	4.02	0.11	4.94	0.34	6.2	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2019-09-01	Kindergarten	NA	8.38	NA	10.06	NA	NA	NA	8.1	NA	NA	NA	8.94	NA	8.94	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2019-09-01	School	0.09	5.4	0.05	6.43	NA	NA	0.12	5.7	NA	NA	0.09	6.41	0.24	7.23	0.03	5.52	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2020-09-01	Child Care/Preschool	0.26	4.37	0.26	5.42	0.26	3.97	0.26	4.23	0.26	3.7	0.4	3.97	0.26	4.5	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2020-09-01	Kindergarten	0.21	7.68	NA	8.3	NA	NA	0.41	7.68	NA	NA	0.21	8.09	0.21	8.51	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2020-09-01	School	0.11	4.45	0.08	5.54	NA	NA	0.15	4.61	NA	NA	0.11	5.11	0.29	5.6	0.09	5.03	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2021-09-01	Child Care/Preschool	NA	2.41	NA	2.78	NA	2.41	0.19	2.41	NA	2.59	NA	2.41	0.19	2.41	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2021-09-01	Kindergarten	NA	11.03	NA	9.66	NA	NA	NA	11.72	NA	NA	NA	11.03	0.69	11.72	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2021-09-01	School	0.08	4.97	0.04	5.97	NA	NA	0.04	5.25	NA	NA	0.04	6.1	1.13	6.22	0.13	7.3	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2022-09-01	Child Care/Preschool	NA	4.54	NA	5.44	NA	4.72	NA	4.9	NA	4.9	NA	5.81	NA	5.44	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2022-09-01	Kindergarten	0.21	4.84	0.21	3.58	NA	NA	0.42	4.84	NA	NA	0.21	4.42	0.21	5.05	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2022-09-01	School	0.1	2.07	0.07	2.5	NA	NA	0.13	2.24	NA	NA	0.1	2.41	0.24	2.58	0.08	2.33	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2023-09-01	Child Care/Preschool	NA	4.89	NA	5.36	NA	5.13	NA	5.13	NA	5.36	NA	4.89	NA	5.36	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2023-09-01	Kindergarten	0.43	8.76	0.64	9.19	NA	NA	0.64	8.76	NA	NA	0.43	9.19	0.64	8.97	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2023-09-01	School	0.13	3.35	0.09	3.67	NA	NA	0.14	3.54	NA	NA	0.1	3.68	0.29	3.81	0.05	3.22	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2024-09-01	Child Care/Preschool	0.18	4.25	0.18	4.99	0.18	4.25	0.18	4.44	0.18	4.44	0.18	4.07	0.18	4.99	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2024-09-01	Kindergarten	NA	7.27	NA	7.73	NA	NA	NA	9.09	NA	NA	NA	8.41	0.23	7.73	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2024-09-01	School	0.16	5.33	0.09	6.18	NA	NA	0.2	5.46	NA	NA	0.13	5.94	0.19	5.77	0.08	6.09	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2025-09-01	Child Care/Preschool	0.16	5.09	0.16	5.42	0.16	4.43	0.16	5.25	0.16	4.6	0.16	4.93	0.16	4.93	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2025-09-01	Kindergarten	NA	8.27	NA	7.47	NA	NA	NA	7.73	NA	NA	NA	8.27	NA	8.27	NA	NA	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
La Plata	2025-09-01	School	0.21	5.46	0.12	6.17	NA	NA	0.19	5.67	NA	NA	0.14	6.55	0.16	6.36	0.11	5.86	08067	CO	La Plata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2018-09-01	Child Care/Preschool	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2018-09-01	Kindergarten	NA	5.17	NA	5.17	NA	NA	NA	5.17	NA	NA	NA	5.17	NA	5.17	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2018-09-01	School	NA	3.29	NA	3.08	NA	NA	NA	3.08	NA	NA	NA	3.29	NA	3.4	NA	3.77	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2019-09-01	Child Care/Preschool	NA	2.44	NA	2.44	NA	2.44	NA	2.44	NA	2.44	NA	2.44	NA	2.44	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2019-09-01	Kindergarten	NA	1.3	NA	1.3	NA	NA	NA	1.3	NA	NA	NA	1.3	NA	1.3	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2019-09-01	School	NA	2.68	NA	2.68	NA	NA	NA	2.68	NA	NA	NA	2.68	NA	2.68	NA	3.36	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2020-09-01	Child Care/Preschool	NA	4.76	NA	5.56	NA	4.76	NA	3.97	NA	4.76	NA	3.97	NA	4.76	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2020-09-01	Kindergarten	NA	3.9	NA	3.9	NA	NA	NA	3.9	NA	NA	NA	3.9	NA	3.9	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2020-09-01	School	NA	4.12	NA	3.63	NA	NA	NA	3.83	NA	NA	NA	3.93	NA	4.91	NA	6.83	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2021-09-01	Child Care/Preschool	NA	8.22	NA	8.22	NA	8.22	NA	8.22	NA	8.22	NA	8.22	NA	8.22	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2021-09-01	Kindergarten	NA	2.56	NA	2.56	NA	NA	NA	2.56	NA	NA	NA	2.56	NA	2.56	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2021-09-01	School	0.11	0.97	0.11	1.19	NA	NA	0.11	1.19	NA	NA	0.11	1.3	0.86	1.19	0.38	1.7	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2022-09-01	Child Care/Preschool	NA	6.45	NA	6.45	NA	6.45	NA	6.45	NA	6.45	NA	6.45	NA	6.45	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2022-09-01	Kindergarten	NA	6.76	NA	6.76	NA	NA	NA	6.76	NA	NA	NA	6.76	NA	6.76	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2022-09-01	School	NA	1.74	NA	1.74	NA	NA	NA	1.74	NA	NA	NA	1.74	NA	1.74	NA	1.34	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2023-09-01	Child Care/Preschool	NA	1.79	NA	1.79	NA	1.79	NA	1.79	NA	1.79	NA	1.79	NA	1.79	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2023-09-01	Kindergarten	NA	1.96	NA	NA	NA	NA	NA	1.96	NA	NA	NA	1.96	NA	1.96	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2023-09-01	School	NA	0.67	NA	0.67	NA	NA	NA	0.67	NA	NA	NA	0.67	0.33	0.67	NA	0.38	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2024-09-01	Child Care/Preschool	NA	7.34	NA	7.34	NA	7.34	NA	7.34	NA	7.34	NA	7.34	NA	6.42	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2024-09-01	Kindergarten	NA	1.54	NA	1.54	NA	NA	NA	1.54	NA	NA	NA	1.54	NA	1.54	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2024-09-01	School	NA	0.22	NA	0.22	NA	NA	NA	0.22	NA	NA	NA	0.22	NA	0.22	NA	0.2	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2025-09-01	Child Care/Preschool	NA	5.05	NA	5.05	NA	5.05	NA	5.05	NA	5.05	NA	5.05	NA	5.05	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2025-09-01	Kindergarten	NA	5.56	NA	5.56	NA	NA	NA	5.56	NA	NA	NA	5.56	NA	5.56	NA	NA	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lake	2025-09-01	School	NA	0.9	NA	0.9	NA	NA	NA	0.9	NA	NA	NA	0.9	NA	0.9	NA	0.81	08065	CO	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2018-09-01	Child Care/Preschool	0.07	3.3	0.06	4	0.06	3.3	0.09	3.34	0.09	3.37	0.07	3.5	0.09	3.87	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2018-09-01	Kindergarten	0.06	7.25	0.08	7.44	NA	NA	0.22	7.36	NA	NA	0.06	7.36	0.08	8.44	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2018-09-01	School	0.07	4.99	0.09	5.62	NA	NA	0.13	5.51	NA	NA	0.09	5.62	0.24	6.69	0.1	6.24	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2019-09-01	Child Care/Preschool	0.06	3.02	0.12	3.66	0.06	3.08	0.1	3.12	0.06	3.2	0.1	3.12	0.1	3.6	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2019-09-01	Kindergarten	0.19	7.07	0.14	6.87	NA	NA	0.22	7.68	NA	NA	0.25	7.68	0.19	8.43	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2019-09-01	School	0.08	4.25	0.11	5.33	NA	NA	0.15	5.29	NA	NA	0.12	5.47	0.17	6.17	0.14	6.62	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2020-09-01	Child Care/Preschool	0.09	3.1	0.09	3.73	0.07	3.11	0.1	3.13	0.05	3.16	0.07	3.25	0.1	3.71	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2020-09-01	Kindergarten	0.08	5.6	0.11	7.18	NA	NA	0.18	7.81	NA	NA	0.16	8.18	0.18	8.68	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2020-09-01	School	0.12	4.3	0.16	5.79	NA	NA	0.19	5.65	NA	NA	0.16	5.73	0.26	6.48	0.13	6.25	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2021-09-01	Child Care/Preschool	0.07	2.74	0.07	3.3	0.07	2.86	0.07	2.7	0.07	2.79	0.07	2.95	0.07	3.39	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2021-09-01	Kindergarten	0.03	7.05	0.06	5.89	NA	NA	0.08	6.72	NA	NA	0.03	7.13	0.08	7.16	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2021-09-01	School	0.13	4.64	0.13	5.05	NA	NA	0.16	4.89	NA	NA	0.13	5.08	0.18	5.44	0.11	5.72	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2022-09-01	Child Care/Preschool	0.43	2.46	0.43	2.74	0.43	2.48	0.43	2.48	0.43	2.36	0.43	2.52	0.43	2.72	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2022-09-01	Kindergarten	0.24	4.94	0.26	4.7	NA	NA	0.26	5.01	NA	NA	0.16	5.01	0.29	5.28	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2022-09-01	School	0.21	3.87	0.21	3.93	NA	NA	0.24	3.86	NA	NA	0.21	3.96	0.32	4.28	0.21	4.05	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2023-09-01	Child Care/Preschool	0.06	2.53	0.06	2.9	0.06	2.45	0.06	2.57	0.06	2.43	0.06	2.59	0.08	2.78	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2023-09-01	Kindergarten	0.19	6.66	0.22	6.33	NA	NA	0.25	6.68	NA	NA	0.16	6.58	0.3	6.71	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2023-09-01	School	0.3	3.93	0.27	3.95	NA	NA	0.3	3.92	NA	NA	0.25	3.87	0.36	4.27	0.23	3.59	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2024-09-01	Child Care/Preschool	0.02	3.62	NA	3.86	0.02	3.68	0.02	3.73	0.02	3.7	0.02	3.68	0.02	3.86	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2024-09-01	Kindergarten	0.17	6.56	0.17	5.67	NA	NA	0.2	6.5	NA	NA	0.14	6.24	0.23	6.73	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2024-09-01	School	0.31	4.35	0.3	4.34	NA	NA	0.31	4.33	NA	NA	0.26	4.26	0.35	4.61	0.29	4.17	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2025-09-01	Child Care/Preschool	0.1	4.51	0.1	4.74	0.08	4.56	0.1	4.51	0.08	4.47	0.1	4.56	0.12	4.62	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2025-09-01	Kindergarten	0.13	4.83	0.13	3.64	NA	NA	0.19	5.08	NA	NA	0.16	4.45	0.19	5.36	NA	NA	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Larimer	2025-09-01	School	0.2	3.47	0.24	3.37	NA	NA	0.25	3.44	NA	NA	0.19	3.38	0.3	3.69	0.28	4.25	08069	CO	Larimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2018-09-01	Child Care/Preschool	0.73	4.38	0.73	4.38	0.73	4.38	0.73	4.38	0.73	4.38	0.73	4.38	0.73	4.38	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2018-09-01	Kindergarten	NA	1.9	NA	1.9	NA	NA	NA	1.9	NA	NA	NA	1.9	NA	1.9	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2018-09-01	School	NA	2.27	NA	2.27	NA	NA	NA	2.27	NA	NA	NA	2.27	0.07	2.27	NA	2.7	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2019-09-01	Child Care/Preschool	NA	3.36	NA	3.36	NA	3.36	NA	3.36	NA	3.36	NA	3.36	NA	3.36	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2019-09-01	Kindergarten	NA	2.88	NA	2.88	NA	NA	NA	2.88	NA	NA	NA	2.88	0.72	2.88	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2019-09-01	School	0.09	3.29	0.05	3.25	NA	NA	0.09	3.25	NA	NA	0.09	3.29	0.14	3.48	NA	1.58	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2020-09-01	Child Care/Preschool	NA	2.83	NA	2.83	NA	2.83	NA	2.83	NA	2.83	NA	2.83	NA	2.83	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2020-09-01	Kindergarten	0.69	3.45	0.69	3.45	NA	NA	0.69	3.45	NA	NA	0.69	3.45	0.69	3.45	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2020-09-01	School	0.05	2.99	0.05	2.95	NA	NA	0.05	2.95	NA	NA	0.05	2.99	0.05	2.99	0.09	2.02	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2021-09-01	Child Care/Preschool	NA	2.19	NA	2.19	NA	2.19	NA	2.19	NA	2.19	NA	2.19	NA	2.19	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2021-09-01	Kindergarten	0.7	4.9	NA	4.2	NA	NA	NA	4.9	NA	NA	NA	4.9	NA	4.9	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2021-09-01	School	0.1	2.97	0.05	2.83	NA	NA	0.05	2.93	NA	NA	0.05	2.93	0.1	2.97	NA	1.68	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2022-09-01	Child Care/Preschool	NA	2.82	NA	2.82	NA	2.82	NA	2.82	NA	2.82	NA	2.82	NA	2.82	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2022-09-01	Kindergarten	NA	1.66	NA	1.66	NA	NA	NA	1.66	NA	NA	NA	1.66	NA	1.66	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2022-09-01	School	0.19	3.04	0.1	3.04	NA	NA	0.14	3.04	NA	NA	0.14	3.04	0.19	3.04	NA	2.2	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2023-09-01	Child Care/Preschool	0.64	3.85	0.64	3.85	0.64	3.85	0.64	3.85	0.64	3.85	0.64	3.85	0.64	3.85	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2023-09-01	Kindergarten	NA	4.64	NA	4.64	NA	NA	NA	4.64	NA	NA	NA	4.64	NA	4.64	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2023-09-01	School	0.05	3.01	0.05	3.01	NA	NA	0.05	3.01	NA	NA	0.05	3.01	0.05	3.01	0.08	3.1	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2024-09-01	Child Care/Preschool	NA	6.57	NA	6.57	NA	6.57	NA	6.57	NA	6.57	NA	6.57	NA	6.57	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2024-09-01	Kindergarten	NA	6.15	NA	6.15	NA	NA	NA	6.15	NA	NA	NA	6.15	NA	6.15	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2024-09-01	School	0.28	3.37	0.28	3.31	NA	NA	0.28	3.31	NA	NA	0.28	3.37	0.33	3.37	0.2	2.44	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2025-09-01	Child Care/Preschool	NA	6.06	NA	6.06	NA	6.06	NA	6.06	NA	6.06	NA	6.06	NA	6.06	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2025-09-01	Kindergarten	NA	8.33	NA	8.33	NA	NA	NA	8.33	NA	NA	NA	8.33	NA	8.33	NA	NA	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Las Animas	2025-09-01	School	0.16	3.29	0.05	3.02	NA	NA	0.16	3.18	NA	NA	0.05	3.18	0.16	3.13	0.1	2.2	08071	CO	Las Animas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	2018-09-01	Child Care/Preschool	NA	7.37	NA	7.37	NA	7.37	NA	7.37	NA	7.37	NA	7.37	NA	7.37	NA	NA	08073	CO	Lincoln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	2018-09-01	Kindergarten	NA	1.96	NA	5.88	NA	NA	NA	1.96	NA	NA	NA	1.96	NA	1.96	NA	NA	08073	CO	Lincoln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	2018-09-01	School	0.15	2.51	0.15	2.81	NA	NA	0.15	2.66	NA	NA	0.15	2.51	0.15	3.55	0.27	2.95	08073	CO	Lincoln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	2019-09-01	Child Care/Preschool	NA	0.91	NA	0.91	NA	0.91	NA	0.91	NA	0.91	NA	0.91	NA	1.82	NA	NA	08073	CO	Lincoln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	2019-09-01	Kindergarten	NA	3.77	NA	3.77	NA	NA	NA	3.77	NA	NA	NA	3.77	NA	3.77	NA	NA	08073	CO	Lincoln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	2019-09-01	School	NA	3.41	NA	3.55	NA	NA	NA	3.41	NA	NA	NA	3.41	NA	3.55	NA	4.42	08073	CO	Lincoln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	2020-09-01	Child Care/Preschool	NA	4.31	NA	3.45	NA	3.45	NA	4.31	NA	3.45	NA	4.31	NA	4.31	NA	NA	08073	CO	Lincoln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
