county	time	grade	pct_dtap_medical_exempt	pct_dtap_nonmedical_exempt	pct_hepb_medical_exempt	pct_hepb_nonmedical_exempt	pct_hib_medical_exempt	pct_hib_nonmedical_exempt	pct_mmr_medical_exempt	pct_mmr_nonmedical_exempt	pct_pcv_medical_exempt	pct_pcv_nonmedical_exempt	pct_polio_medical_exempt	pct_polio_nonmedical_exempt	pct_varicella_medical_exempt	pct_varicella_nonmedical_exempt	pct_tdap_medical_exempt	pct_tdap_nonmedical_exempt	geography	state	geography_name	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt
Douglas	2023-09-01	School	0.09	3.03	0.08	3.11	NA	NA	0.12	3.15	NA	NA	0.09	3.23	0.14	3.35	0.12	3.52	08035	CO	Douglas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Douglas	2024-09-01	Child Care/Preschool	0.09	3.13	0.09	3.22	0.09	2.92	0.09	3.26	0.09	2.95	0.09	3.16	0.09	3.29	NA	NA	08035	CO	Douglas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Douglas	2024-09-01	Kindergarten	0.17	5.19	0.13	4.31	NA	NA	0.27	5.27	NA	NA	0.17	5.36	0.25	5.46	NA	NA	08035	CO	Douglas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Douglas	2024-09-01	School	0.26	3.21	0.25	3.21	NA	NA	0.29	3.26	NA	NA	0.28	3.4	0.31	3.49	0.39	3.51	08035	CO	Douglas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Douglas	2025-09-01	Child Care/Preschool	0.12	3.8	0.13	4.02	0.1	3.76	0.13	3.84	0.12	3.74	0.12	3.8	0.13	3.9	NA	NA	08035	CO	Douglas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Douglas	2025-09-01	Kindergarten	0.15	5.78	0.11	4.79	NA	NA	0.19	6.12	NA	NA	0.13	5.93	0.19	6.12	NA	NA	08035	CO	Douglas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Douglas	2025-09-01	School	0.23	3.45	0.21	3.38	NA	NA	0.25	3.54	NA	NA	0.24	3.66	0.27	3.73	0.31	3.72	08035	CO	Douglas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2018-09-01	Child Care/Preschool	0.08	1.5	0.08	1.83	0.08	1.67	0.08	1.42	0.17	1.33	0.08	1.58	0.08	1.83	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2018-09-01	Kindergarten	NA	2.98	NA	2.18	NA	NA	NA	3.57	NA	NA	NA	3.17	NA	3.97	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2018-09-01	School	0.1	2.38	0.09	2.82	NA	NA	0.1	2.82	NA	NA	0.09	2.78	0.58	3.43	0.12	2.9	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2019-09-01	Child Care/Preschool	NA	2.2	NA	2.9	NA	2.2	NA	2.2	NA	2.2	NA	2.51	NA	2.9	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2019-09-01	Kindergarten	0.2	3.39	0.2	2.99	NA	NA	0.2	2.79	NA	NA	0.2	3.39	0.2	3.19	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2019-09-01	School	0.09	2.68	0.09	3.08	NA	NA	0.09	3.07	NA	NA	0.09	3.15	0.27	3.58	0.08	3.63	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2020-09-01	Child Care/Preschool	NA	2.78	NA	3.11	NA	2.7	NA	2.29	NA	2.53	NA	2.86	NA	2.7	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2020-09-01	Kindergarten	0.39	2.71	0.19	2.33	NA	NA	0.39	3.1	NA	NA	0.39	2.71	0.39	3.49	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2020-09-01	School	0.08	2.15	0.08	2.55	NA	NA	0.11	2.31	NA	NA	0.08	2.54	0.12	2.81	0.05	3.4	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2021-09-01	Child Care/Preschool	0.19	2.65	0.19	2.65	0.19	2.55	0.19	2.37	0.19	2.65	0.19	2.46	0.19	2.74	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2021-09-01	Kindergarten	0.22	3.7	0.22	3.7	NA	NA	0.22	4.35	NA	NA	0.22	3.7	0.22	4.78	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2021-09-01	School	0.15	1.96	0.12	2.34	NA	NA	0.13	2.21	NA	NA	0.18	2.31	0.16	2.7	0.18	2.46	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2022-09-01	Child Care/Preschool	NA	4.01	NA	4.18	NA	4.01	NA	4.1	NA	4.01	NA	4.1	NA	4.26	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2022-09-01	Kindergarten	NA	3.29	NA	3.49	NA	NA	NA	3.88	NA	NA	NA	3.29	NA	3.88	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2022-09-01	School	0.05	1.54	0.03	1.57	NA	NA	0.06	1.51	NA	NA	0.12	1.58	0.11	1.72	0.08	1.52	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2023-09-01	Child Care/Preschool	NA	2.69	NA	3.11	NA	3.03	NA	3.28	NA	3.11	NA	3.2	NA	3.54	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2023-09-01	Kindergarten	NA	3.77	0.21	3.14	NA	NA	NA	3.98	NA	NA	NA	3.77	0.42	4.19	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2023-09-01	School	0.07	2.23	0.1	2.44	NA	NA	0.07	2.32	NA	NA	0.08	2.52	0.12	2.6	0.13	2.04	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2024-09-01	Child Care/Preschool	0.1	2.51	0.1	3.41	0.1	2.61	0.1	3.31	0.1	2.71	0.1	2.91	0.1	3.31	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2024-09-01	Kindergarten	0.25	3.04	0.25	3.54	NA	NA	0.25	4.05	NA	NA	0.25	4.05	0.25	4.05	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2024-09-01	School	0.08	2.14	0.16	2.05	NA	NA	0.11	2.18	NA	NA	0.1	2.3	0.1	2.43	NA	1.61	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2025-09-01	Child Care/Preschool	NA	3.43	NA	3.87	NA	3.05	NA	3.57	0.07	3.2	NA	3.5	NA	3.5	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2025-09-01	Kindergarten	0.3	5.72	0.3	4.82	NA	NA	0.3	5.72	NA	NA	0.3	5.72	0.3	6.02	NA	NA	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eagle	2025-09-01	School	0.07	2.3	0.1	2.52	NA	NA	0.09	2.3	NA	NA	0.12	2.64	0.12	2.59	0.03	2.32	08037	CO	Eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2018-09-01	Child Care/Preschool	0.22	3.75	0.23	3.72	0.23	3.77	0.27	3.28	0.24	3.31	0.24	3.31	0.28	3.54	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2018-09-01	Kindergarten	0.06	5.13	0.07	4.68	NA	NA	0.11	5.07	NA	NA	0.09	4.99	0.15	5.31	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2018-09-01	School	0.08	3.08	0.12	3.09	NA	NA	0.13	3.16	NA	NA	0.09	3.14	0.54	3.62	0.11	3.33	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2019-09-01	Child Care/Preschool	0.07	3.49	0.08	3.95	0.04	3.33	0.06	3.42	0.06	3.33	0.06	3.62	0.07	3.69	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2019-09-01	Kindergarten	0.18	4.66	0.18	4.62	NA	NA	0.22	4.68	NA	NA	0.19	4.77	0.45	4.77	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2019-09-01	School	0.11	2.96	0.1	2.98	NA	NA	0.12	2.83	NA	NA	0.1	2.98	NA	NA	0.09	2.56	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EL PASO	2019-09-01	School	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	3.06	NA	NA	NA	NA	EL PASO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2020-09-01	Child Care/Preschool	0.11	3.71	0.09	4.26	0.09	3.45	0.1	3.58	0.09	3.4	0.09	3.73	0.1	3.68	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2020-09-01	Kindergarten	0.1	5.08	0.1	4.93	NA	NA	0.08	4.85	NA	NA	0.08	5.28	0.11	4.98	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2020-09-01	School	0.15	3.25	0.11	3.15	NA	NA	0.12	2.97	NA	NA	0.13	3.27	0.2	3.25	0.11	2.68	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2021-09-01	Child Care/Preschool	0.07	3.84	0.28	4.23	0.07	3.62	0.07	3.8	0.07	3.74	0.05	3.98	0.08	3.98	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2021-09-01	Kindergarten	0.05	4.04	0.02	3.81	NA	NA	0.08	3.92	NA	NA	0.04	4.01	0.07	3.97	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2021-09-01	School	0.06	2.57	0.06	2.5	NA	NA	0.08	2.35	NA	NA	0.06	2.56	0.16	2.54	0.04	2.15	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2022-09-01	Child Care/Preschool	0.1	3.48	0.09	3.8	0.09	3.25	0.1	3.42	0.08	3.22	0.09	3.6	0.1	3.68	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2022-09-01	Kindergarten	0.09	3.68	0.03	3.72	NA	NA	0.1	3.67	NA	NA	0.06	3.67	0.09	3.74	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2022-09-01	School	0.34	2.06	0.35	2.07	NA	NA	0.36	1.93	NA	NA	0.33	2.02	0.41	2.08	0.06	1.62	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2023-09-01	Child Care/Preschool	0.42	3.37	0.43	3.64	0.42	5.43	0.43	3.33	0.42	3.86	0.42	3.48	0.44	3.52	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2023-09-01	Kindergarten	0.17	4.02	0.14	3.77	NA	NA	0.2	4.09	NA	NA	0.14	4.14	0.23	4.18	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2023-09-01	School	0.12	2.3	0.12	2.32	NA	NA	0.13	2.19	NA	NA	0.11	2.31	0.19	2.32	0.09	1.93	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2024-09-01	Child Care/Preschool	0.22	4.39	0.23	4.49	0.22	4.16	0.26	4.46	0.22	4.23	0.22	4.43	0.23	4.44	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2024-09-01	Kindergarten	0.17	3.41	0.17	3.01	NA	NA	0.22	3.45	NA	NA	0.17	3.5	0.21	3.6	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2024-09-01	School	0.11	2.47	0.14	2.05	NA	NA	0.15	2.12	NA	NA	0.11	2.34	0.18	2.26	0.13	2.12	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2025-09-01	Child Care/Preschool	0.07	4.15	0.09	4.19	0.08	3.91	0.1	4.11	0.07	3.95	0.07	4.11	0.11	4.14	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2025-09-01	Kindergarten	0.17	3.55	0.13	3.22	NA	NA	0.18	3.67	NA	NA	0.14	3.59	0.16	3.73	NA	NA	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
El Paso	2025-09-01	School	0.11	2.29	0.11	2.18	NA	NA	0.15	2.3	NA	NA	0.11	2.31	0.18	2.38	0.12	2.5	08041	CO	El Paso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2018-09-01	Child Care/Preschool	NA	1.93	NA	1.93	NA	1.93	NA	1.93	NA	1.93	NA	1.93	NA	1.93	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2018-09-01	Kindergarten	NA	4.43	NA	3.94	NA	NA	NA	3.45	NA	NA	NA	4.43	NA	3.45	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2018-09-01	School	0.1	4.13	0.19	3.88	NA	NA	0.16	4.3	NA	NA	0.06	4.17	0.32	4.59	0.17	3.69	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2019-09-01	Child Care/Preschool	NA	4.19	NA	4.19	NA	4.19	NA	4.19	NA	3.66	NA	4.19	NA	4.19	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2019-09-01	Kindergarten	0.49	11.17	0.49	9.71	NA	NA	NA	NA	NA	NA	0.49	11.17	0.49	10.68	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELBERT	2019-09-01	Kindergarten	NA	NA	NA	NA	NA	NA	0.49	11.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ELBERT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2019-09-01	School	0.07	4.77	NA	NA	NA	NA	0.13	4.8	NA	NA	0.07	4.77	0.1	4.8	0.12	4.11	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELBERT	2019-09-01	School	NA	NA	0.16	4.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ELBERT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2020-09-01	Child Care/Preschool	NA	2.7	0.39	3.86	NA	3.09	NA	2.7	NA	3.09	NA	3.09	NA	3.09	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2020-09-01	Kindergarten	NA	2.82	NA	2.82	NA	NA	NA	2.82	NA	NA	NA	2.82	NA	3.29	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2020-09-01	School	0.07	2.04	0.17	2.04	NA	NA	0.17	2.14	NA	NA	0.07	2.07	0.07	2.34	0.18	1.92	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2021-09-01	Child Care/Preschool	NA	1.42	NA	2.37	NA	0.95	NA	1.9	NA	0.95	NA	1.42	NA	1.9	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2021-09-01	Kindergarten	NA	8.78	NA	8.29	NA	NA	NA	9.76	NA	NA	NA	9.27	NA	9.27	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2021-09-01	School	0.03	3.9	0.1	3.87	NA	NA	0.1	3.97	NA	NA	0.03	3.87	0.07	4.04	0.06	3.9	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2022-09-01	Child Care/Preschool	NA	0.46	NA	0.46	NA	0.46	NA	0.46	NA	0.46	NA	0.46	NA	0.46	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2022-09-01	Kindergarten	0.4	2.02	0.4	1.61	NA	NA	0.4	2.02	NA	NA	0.4	2.42	0.81	2.02	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2022-09-01	School	0.09	2.86	0.13	2.98	NA	NA	0.13	2.86	NA	NA	0.09	2.92	0.13	3.08	0.17	3.58	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2023-09-01	Child Care/Preschool	NA	2.77	NA	2.37	NA	2.37	NA	2.77	NA	2.37	NA	1.98	NA	2.37	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2023-09-01	Kindergarten	NA	3.86	NA	3.86	NA	NA	NA	4.25	NA	NA	NA	3.86	NA	4.63	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2023-09-01	School	0.15	3.71	0.15	3.68	NA	NA	0.15	3.65	NA	NA	0.15	3.62	0.15	3.83	0.17	4.08	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2024-09-01	Child Care/Preschool	NA	5.7	NA	4.56	NA	4.18	NA	4.94	NA	4.18	NA	4.18	NA	5.32	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2024-09-01	Kindergarten	0.72	14.75	0.72	10.79	NA	NA	0.72	15.47	NA	NA	0.72	14.75	0.72	15.11	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2024-09-01	School	0.31	6.1	0.34	5.7	NA	NA	0.4	6.21	NA	NA	0.31	6.21	0.4	6.47	0.37	5.58	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2025-09-01	Child Care/Preschool	NA	4.41	NA	3.68	NA	3.68	NA	3.31	NA	2.57	NA	2.57	NA	3.31	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2025-09-01	Kindergarten	0.87	13.91	0.87	6.96	NA	NA	0.87	13.91	NA	NA	0.87	13.91	0.87	13.91	NA	NA	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elbert	2025-09-01	School	0.23	6.19	0.3	5.26	NA	NA	0.33	6.09	NA	NA	0.23	6.16	0.3	6.19	0.31	5.89	08039	CO	Elbert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2018-09-01	Child Care/Preschool	0.14	3.47	0.14	3.33	0.14	3.47	0.14	3.47	0.14	3.47	0.14	3.47	0.14	3.61	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2018-09-01	Kindergarten	NA	8.59	NA	7.07	NA	NA	NA	8.84	NA	NA	NA	9.09	NA	8.84	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2018-09-01	School	0.04	4.36	0.11	4.57	NA	NA	0.08	4.81	NA	NA	0.04	4.47	0.17	6.44	0.04	7.19	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2019-09-01	Child Care/Preschool	NA	3.7	NA	3.9	NA	3.7	NA	4.11	NA	3.7	NA	3.7	NA	4.11	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2019-09-01	Kindergarten	NA	10.22	NA	8.56	NA	NA	NA	10.22	NA	NA	NA	9.94	NA	10.5	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2019-09-01	School	0.02	4.35	0.08	4.55	NA	NA	0.06	4.86	NA	NA	0.02	4.47	0.08	5.63	0.04	6.05	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2020-09-01	Child Care/Preschool	0.19	5.26	0.19	5.08	0.19	5.08	0.19	5.08	0.19	4.89	0.19	5.26	0.19	5.08	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2020-09-01	Kindergarten	NA	7.12	NA	4.66	NA	NA	0.27	5.75	NA	NA	NA	5.75	0.27	6.3	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2020-09-01	School	0.04	4.29	0.02	3.99	NA	NA	0.06	4.52	NA	NA	0.02	4.24	0.06	5.08	0.08	6.26	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2021-09-01	Child Care/Preschool	0.2	4.36	0.2	4.16	0.2	4.36	0.2	4.16	0.2	4.16	0.2	3.96	0.2	4.16	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2021-09-01	Kindergarten	NA	4.42	0.55	3.87	NA	NA	NA	4.97	NA	NA	0.55	4.7	0.55	5.8	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2021-09-01	School	0.07	2.8	0.09	2.51	NA	NA	0.11	2.8	NA	NA	0.07	2.71	0.11	3.23	0.16	5.68	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2022-09-01	Child Care/Preschool	0.18	4.73	0.18	4.55	0.18	4.55	0.18	4.55	0.18	4.55	0.18	4.55	0.18	4.55	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2022-09-01	Kindergarten	NA	9.32	NA	7.91	NA	NA	NA	8.76	NA	NA	NA	9.04	NA	9.6	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2022-09-01	School	NA	4.21	0.05	3.7	NA	NA	0.05	3.88	NA	NA	NA	4.18	0.13	4.51	0.05	5.01	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2023-09-01	Child Care/Preschool	NA	4.06	NA	3.9	NA	4.06	NA	4.21	NA	4.06	NA	4.06	NA	4.21	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2023-09-01	Kindergarten	NA	9.28	NA	8.12	NA	NA	NA	9.57	NA	NA	NA	9.28	NA	9.57	NA	NA	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fremont	2023-09-01	School	NA	5.19	0.04	4.59	NA	NA	0.07	5.31	NA	NA	NA	5.1	0.22	5.57	0.12	7.29	08043	CO	Fremont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
