"OBJECTID","SCHOOL","DIST_SCHL","DISTSCHL","ADDRESS","CITY","STATE","ZIP","MAIL_CITY","MAIL_ST","DISTRICT","COMMENT","WebAllPercentMinReq","WebAllPercentInProcess","WebAllPercentBehindSchedule","WebAllPercentNoRecord","WebAllPercentHealth","WebAllPercentRelig","WebAllPercentPers","WebAllPercentNoShots","WebAllPercentMinReq_TXT","WebAllPercentInProcess_TXT","WebAllPercentBehindSchedule_TXT","WebAllPercentNoRecord_TXT","WebAllPercentHealth_TXT","WebAllPercentRelig_TXT","WebAllPercentPers_TXT","WebAllPercentNoShots_TXT","LAT","LON"
1492,"Green Tree Elementary","6307/0070",,"1330 Green Tree Rd","West Bend","WI","53090-1799",,,"West Bend","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.43728203,-88.19876476
1493,"Green Tree Preparatory Academy","3619/0454",,"6850 N 53rd St","Milwaukee","WI","53223-5239",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.14225372,-87.97676857
1494,"Greendale High","2296/0060",,"6801 Southway","Greendale","WI","53129-2498",,,"Greendale","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.93414515,-87.99940206
1495,"Greendale Middle","2296/0080",,"6800 Schoolway","Greendale","WI","53129-1819",,,"Greendale","Report received",87,4,4,4,4,4,8,4,"87%","<5%","<5%","<5%","<5%","<5%","8%","<5%",42.94045213,-87.99866201
1496,"Greenfield Bilingual","3619/0202",,"1711 S 35th St","Milwaukee","WI","53215-2004",,,"Milwaukee","Report received",76,4,13,10,4,4,4,4,"76%","<5%","13%","10%","<5%","<5%","<5%","<5%",43.01196745,-87.95846559
1497,"Greenfield Elementary","0231/0070",,"1160 14th Ave","Baldwin","WI","54002",,,"Baldwin-Woodville Area","Report received",92,4,4,4,4,8,41,4,"92%","<5%","<5%","<5%","<5%","8%","41%","<5%",44.96520308,-92.38266256
1498,"Greenfield High","2303/0120",,"4800 S 60th St","Greenfield","WI","53220-4699",,,"Greenfield","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.95644367,-87.98641159
1499,"Greenfield Middle","2303/0130",,"3200 W Barnard Ave","Greenfield","WI","53221-2683",,,"Greenfield","Report received",86,4,4,4,4,4,14,4,"86%","<5%","<5%","<5%","<5%","<5%","14%","<5%",42.95772418,-87.95440493
1500,"Greenland Elementary","4060/0060",,"440 Coolidge St","Oconomowoc","WI","53066-2808",,,"Oconomowoc Area","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.11894495,-88.49263691
1501,"Greenville Elementary","2583/0010",,"W6822 Greenridge Dr","Greenville","WI","54942-9645",,,"Hortonville Area","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.29231872,-88.53287323
1502,"Greenville Middle","2583/0210",,"N1450 FawnRidge Dr","Greenville","WI","54942",,,"Hortonville Area","Report received",89,4,7,4,4,4,4,4,"89%","<5%","7%","<5%","<5%","<5%","<5%","<5%",44.29411712,-88.53381788
1503,"Greenwood Elementary","2394/0040",,"700 E Division St","Greenwood","WI","54437-9330",,,"Greenwood","Report received",88,4,4,4,4,4,11,4,"88%","<5%","<5%","<5%","<5%","<5%","11%","<5%",44.76771028,-90.58963593
1504,"Greenwood Elementary","4893/0020",,"982 E Division St","River Falls","WI","54022",,,"River Falls","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",44.86140569,-92.61604159
1505,"Greenwood High","2394/0060",,"306 West Central Ave","Greenwood","WI","54437",,,"Greenwood","Report received",94,4,4,4,4,4,6,4,"94%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.76527253,-90.60142691
1506,"Gresham Elementary","2415/0100",,"501 Schabow St","Gresham","WI","54128-9505",,,"Gresham","Report received",91,4,4,4,4,4,6,4,"91%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.84540904,-88.78298683
1507,"Gresham High","2415/0400",,"501 Schabow St","Gresham","WI","54128-9505",,,"Gresham","Report received",94,4,5,4,4,4,4,4,"94%","<5%","5%","<5%","<5%","<5%","<5%","<5%",44.84540904,-88.78298683
1508,"Grewenow Elementary","2793/0220",,"7714 20th Ave","Kenosha","WI","53143-5817",,,"Kenosha","Report received",73,6,4,4,4,4,4,4,"73%","6%","<5%","<5%","<5%","<5%","<5%","<5%",42.56301686,-87.83385285
1509,"Groppi High","3619/0236",,"1312 N 27th St","Milwaukee","WI","53208-2408",,,"Milwaukee","Report received",96,4,9,4,4,4,4,4,">95%","<5%","9%","<5%","<5%","<5%","<5%","<5%",43.04769546,-87.94724697
1510,"Grove Elementary","6685/0080",,"471 Grove Ave","Wisconsin Rapids","WI","54494-6279",,,"Wisconsin Rapids","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.37008427,-89.82289751
1511,"Hackett Elementary","0413/0120",,"625 Eighth St","Beloit","WI","53511",,,"Beloit","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.50218151,-89.04554665
1512,"Hadfield Elementary","6174/0160",,"733 Linden St","Waukesha","WI","53186-5161",,,"Waukesha","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.00948481,-88.21720964
1513,"Haen Elementary","2758/0120",,"1130 Haen Dr","Kaukauna","WI","54130-1012",,,"Kaukauna Area","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.29174822,-88.27829357
1514,"Hales Corners Elementary","6470/0040",,"11320 W Janesville  Rd","Hales Corners","WI","53130",,,"Whitnall","Report received",83,4,4,4,4,4,4,4,"83%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.9387023,-88.05505472
1515,"Halmstad Elementary","1092/0110",,"565 E South Ave","Chippewa Falls","WI","54729-3402",,,"Chippewa Falls Area Unified","Report received",94,4,4,4,4,4,5,4,"94%","<5%","<5%","<5%","<5%","<5%","5%","<5%",44.91445024,-91.37948612
1516,"Hamilton Elementary School","2849/0100",,"1111 7th St S","La Crosse","WI","54601-5474",,,"La Crosse","Report received",88,4,4,4,4,4,9,4,"88%","<5%","<5%","<5%","<5%","<5%","9%","<5%",43.80005817,-91.24694522
1517,"Hamilton High","2420/0040",,"W220N6151 Town Line Rd","Sussex","WI","53089",,,"Hamilton","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.12873873,-88.18753343
1518,"Hamilton High","3619/0018",,"6215 W Warnimont Ave","Milwaukee","WI","53220-1322",,,"Milwaukee","Report received",88,4,4,4,4,4,8,4,"88%","<5%","<5%","<5%","<5%","<5%","8%","<5%",42.97830964,-87.99040624
1519,"Hamilton Middle","3269/0810",,"4801 Waukesha St","Madison","WI","53705-4899",,,"Madison Metropolitan","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.06485312,-89.45951372
1520,"Hampton Elementary","3619/0205",,"5000 N 53rd St","Milwaukee","WI","53218-4333",,,"Milwaukee","Report received",77,10,5,8,4,4,4,4,"77%","10%","5%","8%","<5%","<5%","<5%","<5%",43.10888341,-87.978253
1521,"HAPA-Hmong American Peace Academy K3-12","3619/0880",,"4601 N 84th St","Milwaukee","WI","53225-4958",,,"Milwaukee","Report received",81,4,9,7,4,4,4,4,"81%","<5%","9%","7%","<5%","<5%","<5%","<5%",43.10144212,-88.01865184
1522,"Harborside Academy","2793/0490",,"913 57th St","Kenosha","WI","53140",,,"Kenosha","Report received",82,4,9,4,4,4,7,4,"82%","<5%","9%","<5%","<5%","<5%","7%","<5%",42.5831888,-87.82254366
1523,"Harmony Elementary","3612/0160",,"4243 E Rotamer Rd","Janesville","WI","53546",,,"Milton","Report received",92,4,4,4,4,4,6,4,"92%","<5%","<5%","<5%","<5%","<5%","6%","<5%",42.72941657,-88.96076711
1524,"Harrison Elementary","2695/0110",,"760 Princeton Rd","Janesville","WI","53546-2000",,,"Janesville","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.69220706,-88.9713587
1525,"Hartford Avenue Elementary","3619/0208",,"2227 E Hartford Ave","Milwaukee","WI","53211-3101",,,"Milwaukee","Report received",69,4,22,4,4,4,4,4,"69%","<5%","22%","<5%","<5%","<5%","<5%","<5%",43.07712196,-87.8821288
1526,"Hartford High","2436/0020",,"805 Cedar St","Hartford","WI","53027-2399",,,"Hartford UHS","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.30660604,-88.38717613
1527,"Harvest Intermediate School","1316/0120",,"6781 North Towne Rd","DeForest","WI","53532",,,"De Forest Area","Report received",93,4,4,4,4,4,5,4,"93%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.2194119,-89.32910236
1528,"Harvey Elementary","2793/0240",,"2012 19th Ave","Kenosha","WI","53140-4722",,,"Kenosha","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.61999811,-87.83352306
1529,"Hatley Elementary","4970/0060",,"417 Emmonsville Rd","Hatley","WI","54440-9769",,,"D C Everest Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.88810766,-89.33606074
1530,"Haugen Elementary","4802/0060",,"615 5th St W","Haugen","WI","54841",,,"Rice Lake Area","Report received",89,4,4,4,4,4,11,4,"89%","<5%","<5%","<5%","<5%","<5%","11%","<5%",45.61080292,-91.78353247
1531,"Hawley Environmental School","3619/0211",,"5610 W Wisconsin Ave","Milwaukee","WI","53213-4258",,,"Milwaukee","Report received",82,6,4,5,4,4,4,4,"82%","6%","<5%","5%","<5%","<5%","<5%","<5%",43.03924586,-87.98338961
1532,"Hawthorn Hills Elementary","6223/0110",,"1600 Kickbusch St","Wausau","WI","54403-1600",,,"Wausau","Report received",90,4,4,4,4,4,6,4,"90%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.95670622,-89.60607925
1533,"Hawthorne Elementary","3269/0048",,"3344 Concord Ave","Madison","WI","53714-1134",,,"Madison Metropolitan","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.11199496,-89.32793561
1534,"Hawthorne Elementary","3619/0212",,"6945 N 41st St","Milwaukee","WI","53209-2204",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.14397339,-87.96378113
1535,"Hawthorne Elementary","6174/0140",,"1111Maitland Dr","Waukesha","WI","53188-2361",,,"Waukesha","Report received",92,4,4,4,4,4,6,4,"92%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.02604914,-88.24733974
1536,"Hayes Bilingual School","3619/0214",,"971 W Windlake Ave","Milwaukee","WI","53204-3822",,,"Milwaukee","Report received",77,4,12,6,4,4,4,4,"77%","<5%","12%","6%","<5%","<5%","<5%","<5%",43.00802632,-87.92348534
1537,"Hayward Ctr for Individualized Learning","2478/0800",,"15574 Hwy 77","Hayward","WI","54843",,,"Hayward Community","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",46.01773293,-91.46831616
1538,"Hayward High","2478/0040",,"10320 N Greenwood Ln","Hayward","WI","54843-7167",,,"Hayward Community","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",46.00591136,-91.50245898
1539,"Hayward Intermediate","2478/0110",,"15930 W 5th St","Hayward","WI","54843",,,"Hayward Community","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",46.01579739,-91.48997912
1540,"Hayward Middle","2478/0060",,"10408 N Greenwood Ln","Hayward","WI","54843-6101",,,"Hayward Community","Report received",80,4,15,4,4,4,4,4,"80%","<5%","15%","<5%","<5%","<5%","<5%","<5%",46.01090065,-91.50257109
1541,"Hayward Primary","2478/0020",,"10665 N Main St","Hayward","WI","54843",,,"Hayward Community","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",46.01793501,-91.49033569
1542,"Head Start","4802/0150",,"205 E Orchard Beach Ln","Rice Lake","WI","54868-2844",,,"Rice Lake Area","Report received",93,4,4,4,4,4,9,4,"93%","<5%","<5%","<5%","<5%","<5%","9%","<5%",45.48691277,-91.72989542
1543,"Head Start","4802/0150",,"205 E Orchard Beach Ln","Rice Lake","WI","54868-2844",,,"Rice Lake Area","Report received",94,4,4,4,4,4,6,4,"94%","<5%","<5%","<5%","<5%","<5%","6%","<5%",45.48691277,-91.72989542
1544,"Hemlock Creek Elementary","6328/0150",,"1900 Williams Grant Dr","De Pere","WI","54115-9574",,,"West De Pere","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.42490267,-88.14394333
1545,"Heritage Elementary","1414/0050",,"1250 Swan Rd","De Pere","WI","54115",,,"De Pere","Report received",87,4,4,10,4,4,4,4,"87%","<5%","<5%","10%","<5%","<5%","<5%","<5%",44.42895585,-88.04375139
1546,"Herrman Elementary","5460/0190",,"925 N Black River St","Sparta","WI","54656",,,"Sparta Area","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.95555177,-90.82005607
1547,"Hewitt-Texas Elementary","6223/0120",,"T10331 Quarry Rd","Wausau","WI","54403-8701",,,"Wausau","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.04077794,-89.49440047
1548,"Heyer Elementary","6174/0190",,"1209 Heyer Dr","Waukesha","WI","53186-6899",,,"Waukesha","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.98992299,-88.21102043
1549,"Hi-Mount Elementary","3619/0217",,"4921 W Garfield Ave","Milwaukee","WI","53208-1109",,,"Milwaukee","Report received",92,11,18,4,4,4,4,4,"92%","11%","18%","<5%","<5%","<5%","<5%","<5%",43.05861699,-87.97542836
1550,"High Marq Environmental Charter School","3689/0420",,"222 Forest Ln","Montello","WI","53949-9390",,,"Montello","Report received",58,4,4,4,4,10,29,4,"58%","<5%","<5%","<5%","<5%","10%","29%","<5%",43.79617728,-89.32193483
1551,"High School of Health Sciences","1376/0470",,"349 N Oak Crest Dr","Wales","WI","53183-9711",,,"Kettle Moraine","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.00957968,-88.3778497
1552,"Highland Community Elementary","2527/0020",,"1030 Cardinal Dr","Highland","WI","53543",,,"Highland","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.05296508,-90.37539789
1553,"Highland Community High","2527/0040",,"1030 Cardinal Dr","Highland","WI","53543",,,"Highland","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.05296508,-90.37539789
1554,"Highland Community Middle","2527/0250",,"1030 Cardinal Dr","Highland","WI","53543",,,"Highland","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.05296508,-90.37539789
1555,"Highland Community School","3619/0852",,"1706 W Highland Ave","Milwaukee","WI","53233-1198",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.04480455,-87.93475127
1556,"Highland View Elementary","2296/0100",,"5900 S 51st St","Greendale","WI","53129-2699",,,"Greendale","Report received",93,4,4,4,4,4,5,4,"93%","<5%","<5%","<5%","<5%","<5%","5%","<5%",42.93701824,-87.97624162
1557,"Highlands Elementary","0147/0180",,"2037 N Elinor St","Appleton","WI","54914-2299",,,"Appleton Area","Report received",93,4,6,4,4,4,4,4,"93%","<5%","6%","<5%","<5%","<5%","<5%","<5%",44.28133882,-88.4278308
1558,"Hilbert Elementary","2534/0020",,"1139 W Milwaukee St","Hilbert","WI","54129-0390",,,"Hilbert","Report received",88,4,4,4,4,4,6,4,"88%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.1369907,-88.16911178
1559,"Hilbert High","2534/0040",,"1139 W Milwaukee St","Hilbert","WI","54129",,,"Hilbert","Report received",91,4,4,4,4,4,6,4,"91%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.1369907,-88.16911178
1560,"Hilbert Middle","2534/0200",,"1139 W Milwaukee St","Hilbert","WI","54129",,,"Hilbert","Report received",84,4,10,4,4,4,4,4,"84%","<5%","10%","<5%","<5%","<5%","<5%","<5%",44.1369907,-88.16911178
1561,"Hillcrest Elementary","1092/0120",,"1200 Miles St","Chippewa Falls","WI","54729-1924",,,"Chippewa Falls Area Unified","Report received",91,4,4,4,9,4,8,4,"91%","<5%","<5%","<5%","9%","<5%","8%","<5%",44.93284783,-91.41029657
1562,"Hillcrest Elementary","4613/0050",,"4193 Hillcrest Rd","Oneida","WI","54155-9108",,,"Pulaski Community","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.54306463,-88.13129023
1563,"Hillcrest Elementary","6174/0200",,"2200 Davidson Rd","Waukesha","WI","53186-4066",,,"Waukesha","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.02546242,-88.18540892
1564,"Hillcrest Primary School","5264/0150",,"1410 S Waukechon St","Shawano","WI","54166",,,"Shawano","Report received",89,4,4,4,4,4,4,4,"89%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.76629831,-88.5866721
1565,"Hillcrest School","2793/0280",,"4616 24th St","Kenosha","WI","53144-1305",,,"Kenosha","Report received",84,4,4,4,4,4,13,4,"84%","<5%","<5%","<5%","<5%","<5%","13%","<5%",42.61699001,-87.86480593
1566,"Hillsboro Elementary","2541/0020",,"853 Hillsborough Ave","Hillsboro","WI","54634",,,"Hillsboro","Report received",96,4,4,4,4,4,5,4,">95%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.65807326,-90.34976059
1567,"Hillsboro High","2541/0060",,"777 School Rd","Hillsboro","WI","54634",,,"Hillsboro","Report received",96,4,4,4,5,4,8,4,">95%","<5%","<5%","<5%","5%","<5%","8%","<5%",43.65672442,-90.35178851
1568,"Hilltop Day Care and Preschool","4802/0110",,"104 Cameron Rd","Rice Lake","WI","54868",,,"Rice Lake Area","Report received",86,4,4,4,4,4,4,4,"86%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.50061503,-91.75384031
1569,"Hilltop Elementary","4802/0080",,"202 Cameron Rd","Rice Lake","WI","54868-1899",,,"Rice Lake Area","Report received",92,4,4,4,4,4,8,4,"92%","<5%","<5%","<5%","<5%","<5%","8%","<5%",45.49874241,-91.75359065
1570,"Hintgen Elementary","2849/0120",,"3505 28th St S","La Crosse","WI","54601-7962",,,"La Crosse","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.77202521,-91.21341531
1571,"Holcombe Elementary","2891/0020",,"27331 262nd Ave","Holcombe","WI","54745",,,"Lake Holcombe","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.22185886,-91.12108385
1572,"Holcombe High","2891/0040",,"27331 262nd Ave","Holcombe","WI","54745",,,"Lake Holcombe","Report received",90,4,5,4,4,4,4,4,"90%","<5%","5%","<5%","<5%","<5%","<5%","<5%",45.22185886,-91.12108385
1573,"Holmen High","2562/0040",,"1001 McHugh Rd","Holmen","WI","54636",,,"Holmen","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.97215953,-91.27734033
1574,"Holmen Middle","2562/0045",,"502 N Main St","Holmen","WI","54636",,,"Holmen","Report received",90,4,4,4,4,4,8,4,"90%","<5%","<5%","<5%","<5%","<5%","8%","<5%",43.9674002,-91.26158915
1575,"Holmen Public Preschool","2562/0080",,"500 E Wall St","Holmen","WI","54636",,,"Holmen","Report received",94,4,4,4,4,4,5,4,"94%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.96126348,-91.24921226
1576,"Holmes Elementary","3619/0218",,"2463 N Buffum St","Milwaukee","WI","53212-2901",,,"Milwaukee","Report received",61,6,20,13,4,4,4,4,"61%","6%","20%","13%","<5%","<5%","<5%","<5%",43.06345309,-87.90713952
1577,"Holum Education Center","1316/0100",,"500 S Cleveland Ave","DeForest","WI","53532",,,"De Forest Area","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.24252401,-89.33489652
1578,"Homestead High","3479/0060",,"5000 W Mequon Rd","Mequon","WI","53092-2099",,,"Mequon-Thiensville","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.22371724,-87.97105143
1579,"Honey Creek Elementary","3619/0334",,"6701 W Eden Pl","Milwaukee","WI","53220-1335",,,"Milwaukee","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.97946578,-87.9956236
1580,"Honor Elementary","2525/0100",,"201 Center St","Neosho","WI","53059-9518",,,"Herman-Neosho-Rubicon","Report received",89,4,4,4,4,4,9,4,"89%","<5%","<5%","<5%","<5%","<5%","9%","<5%",43.31053296,-88.51316842
1581,"Honor Intermediate","2525/0150",,"N3501 County Road P","Rubicon","WI","53078-9702",,,"Herman-Neosho-Rubicon","Report received",74,4,4,4,4,4,25,4,"74%","<5%","<5%","<5%","<5%","<5%","25%","<5%",43.31851684,-88.46019592
1582,"Hoover Elementary","3892/0080",,"950 Hunt Ave","Neenah","WI","54956-3799",,,"Neenah Joint","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.17196328,-88.47741497
1583,"Hoover Elementary","6300/0100",,"12705 W Euclid Ave","New Berlin","WI","53151-4699",,,"West Allis-West Milwaukee","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.98531135,-88.07250965
1584,"Hopkins Lloyd Community School","3619/0253",,"1503 W Hopkins St","Milwaukee","WI","53206-2165",,,"Milwaukee","Report received",78,9,9,4,4,4,4,4,"78%","9%","9%","<5%","<5%","<5%","<5%","<5%",43.07075509,-87.93198107
1585,"Horace Mann Elementary","6300/0440",,"6213 W Lapham St","West Allis","WI","53214-5096",,,"West Allis-West Milwaukee","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.01344678,-87.99056434
1586,"Horace Mann High","3983/0060",,"325 McKinley St","North Fond du Lac","WI","54937",,,"North Fond du Lac","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.81233943,-88.48719215
1587,"Horace Mann Middle","3892/0215",,"1021 Oak St","Neenah","WI","54956-4126",,,"Neenah Joint","Report received",70,20,4,4,4,4,11,4,"70%","20%","<5%","<5%","<5%","<5%","11%","<5%",44.16864706,-88.46096936
1588,"Horace Mann Middle","5271/0110",,"2820 Union Ave","Sheboygan","WI","53081-5438",,,"Sheboygan Area","Report received",86,4,11,4,4,4,4,4,"86%","<5%","11%","<5%","<5%","<5%","<5%","<5%",43.73499322,-87.74398674
1589,"Horace Mann Middle","6223/0205",,"3101 N 13th St","Wausau","WI","54403-2317",,,"Wausau","Report received",91,4,6,4,4,4,4,4,"91%","<5%","6%","<5%","<5%","<5%","<5%","<5%",44.98249824,-89.60849562
1590,"Horicon Elementary School","2576/0040",,"841 Gray St","Horicon","WI","53032-1730",,,"Horicon","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.44537467,-88.62245158
1591,"Horicon High School","2576/0060",,"841 Gray St","Horicon","WI","53032-1730",,,"Horicon","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.44537467,-88.62245158
1592,"Horicon Middle School","2576/0080",,"841 Gray St","Horicon","WI","53032-1730",,,"Horicon","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.44537467,-88.62245158
1593,"Horizon Elementary","4473/0050",,"411 S Highland Ave","Plymouth","WI","53073-2534",,,"Plymouth Joint","Report received",85,4,4,4,4,4,10,4,"85%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.74085744,-87.95977133
1594,"Horizon Elementary","5656/0150",,"625 N Heatherstone Dr","Sun Prairie","WI","53590",,,"Sun Prairie Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.18853795,-89.28096261
1595,"Horizon School","4312/0040",,"458 Lake St","Pewaukee","WI","53072-3630",,,"Pewaukee","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.07480707,-88.25966384
1596,"Horizons Elementary","0147/0190",,"2101 Schaefer Cir","Appleton","WI","54915-4705",,,"Appleton Area","Report received",93,4,5,4,4,4,4,4,"93%","<5%","5%","<5%","<5%","<5%","<5%","<5%",44.23733347,-88.37096081
1597,"Horlick High","4620/0492",,"2119 Rapids Dr","Racine","WI","53404-2095",,,"Racine Unified","Report received",89,4,4,4,4,4,5,4,"89%","<5%","<5%","<5%","<5%","<5%","5%","<5%",42.74695519,-87.80839619
1598,"Horning Middle","6174/0210",,"1809  Butler Dr","Waukesha","WI","53186",,,"Waukesha","Report received",78,4,18,4,4,4,4,4,"78%","<5%","18%","<5%","<5%","<5%","<5%","<5%",43.02863576,-88.2042377
1599,"Hortonville Area K4 School","2583/0150",,"240 Warner St","Hortonville","WI","54944",,,"Hortonville Area","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.3405354,-88.62887329
1600,"Hortonville Elementary","2583/0020",,"240 Warner St","Hortonville","WI","54944",,,"Hortonville Area","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.3405354,-88.62887329
1601,"Hortonville High","2583/0040",,"155 Warner St","Hortonville","WI","54944",,,"Hortonville Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.33733405,-88.63416267
1602,"Hortonville Middle","2583/0030",,"220 Warner St","Hortonville","WI","54944",,,"Hortonville Area","Report received",84,4,11,4,4,4,4,4,"84%","<5%","11%","<5%","<5%","<5%","<5%","<5%",44.33851539,-88.62906777
1603,"Houdini Elementary","0147/0195",,"2305 W Capitol Dr","Appleton","WI","54914-6831",,,"Appleton Area","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.29438472,-88.4433964
