"OBJECTID","SCHOOL","DIST_SCHL","DISTSCHL","ADDRESS","CITY","STATE","ZIP","MAIL_CITY","MAIL_ST","DISTRICT","COMMENT","WebAllPercentMinReq","WebAllPercentInProcess","WebAllPercentBehindSchedule","WebAllPercentNoRecord","WebAllPercentHealth","WebAllPercentRelig","WebAllPercentPers","WebAllPercentNoShots","WebAllPercentMinReq_TXT","WebAllPercentInProcess_TXT","WebAllPercentBehindSchedule_TXT","WebAllPercentNoRecord_TXT","WebAllPercentHealth_TXT","WebAllPercentRelig_TXT","WebAllPercentPers_TXT","WebAllPercentNoShots_TXT","LAT","LON"
2514,"Rosenow Elementary","1862/0280",,"290 Weis Ave","Fond du Lac","WI","54935-2666",,,"Fond du Lac","Report received",92,4,4,4,4,4,6,4,"92%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.78730061,-88.42875484
2515,"Rosholt Elementary","4963/0020",,"346 W Randolph St","Rosholt","WI","54473",,,"Rosholt","Report received",91,4,4,4,4,4,8,4,"91%","<5%","<5%","<5%","<5%","<5%","8%","<5%",44.62983321,-89.31366766
2516,"Rosholt High","4963/0040",,"346 W Randolph St","Rosholt","WI","54473",,,"Rosholt","Report received",94,4,4,4,5,4,4,4,"94%","<5%","<5%","<5%","5%","<5%","<5%","<5%",44.62983321,-89.31366766
2517,"Rosholt Middle","4963/0060",,"346 W Randolph St","Rosholt","WI","54473",,,"Rosholt","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.62983321,-89.31366766
2518,"Rossman Elementary","2443/0050",,"600 Highland Ave","Hartford","WI","53027-1399",,,"Hartford J1","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.32400911,-88.37051413
2519,"Rothschild Elementary","4970/0080",,"810 1st St","Rothschild","WI","54474-1099",,,"D C Everest Area","Report received",91,4,4,4,4,4,4,4,"91%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.89223546,-89.61825582
2520,"Royal Oaks Elementary","5656/0070",,"2215 Pennsylvania Ave","Sun Prairie","WI","53590-1622",,,"Sun Prairie Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.18446594,-89.2528114
2521,"Royall Elementary","1673/0020",,"1501 Academy St","Elroy","WI","53929-1011",,,"Royall","Report received",94,4,4,4,4,4,6,4,"94%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.75290977,-90.27602897
2522,"Royall High","1673/0060",,"1501 Academy St","Elroy","WI","53929-1011",,,"Royall","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.75413358,-90.2753247
2523,"Royall Intermediate","1673/0040",,"1501 Academy St","Elroy","WI","53929-1011",,,"Royall","Report received",93,4,4,4,4,4,7,4,"93%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.75413358,-90.2753247
2524,"Rural Virtual Academy","0007/9100",,,,,,,,"Abbotsford","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2525,"Rural Virtual Academy","0140/9100",,,,,,,,"Antigo Unified","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2526,"Rural Virtual Academy","0170/9100",,,,,,,,"Ashland","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2527,"Rural Virtual Academy","0196/9100",,,,,,,,"Athens","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2528,"Rural Virtual Academy","0203/9100",,,,,,,,"Auburndale","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2529,"Rural Virtual Academy","0497/9100",,,,,,,,"Bloomer","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2530,"Rural Virtual Academy","0623/9100",,,,,,,,"Bowler","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2531,"Rural Virtual Academy","1071/9100",,,,,,,,"Chequamegon","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2532,"Rural Virtual Academy","1141/9100",,,,,,,,"Clintonville","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2533,"Rural Virtual Academy","1162/9100",,,,,,,,"Colby","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2534,"Rural Virtual Academy","1561/9100",,,,,,,,"Edgar","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2535,"Rural Virtual Academy","1582/9100",,,,,,,,"Elcho","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2536,"Rural Virtual Academy","2639/9100",,,,,,,,"Iola-Scandinavia","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2537,"Rural Virtual Academy","3206/9100",,,,,,,,"Loyal","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2538,"Rural Virtual Academy","3318/9100",,,,,,,,"Marion","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2539,"Rural Virtual Academy","3339/9100",,,,,,,,"Marshfield Unified","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2540,"Rural Virtual Academy","3409/9100",,"624 College St","Medford","WI","54451",,,"Medford Area Public","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",45.12940258,-90.33600089
2541,"Rural Virtual Academy","3787/9100",,,,,,,,"Mosinee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2542,"Rural Virtual Academy","3899/9100",,,,,,,,"Neillsville","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2543,"Rural Virtual Academy","3955/9100",,,,,,,,"New London","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2544,"Rural Virtual Academy","4207/9100",,,,,,,,"Owen-Withee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2545,"Rural Virtual Academy","4368/9100",,,,,,,,"Pittsville","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2546,"Rural Virtual Academy","4571/9100",,,,,,,,"Prentice","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2547,"Rural Virtual Academy","4781/9100",,,,,,,,"Rhinelander","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2548,"Rural Virtual Academy","4795/9100",,,,,,,,"Rib Lake","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2549,"Rural Virtual Academy","4963/9100",,,,,,,,"Rosholt","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2550,"Rural Virtual Academy","5467/9100",,,,,,,,"Spencer","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2551,"Rural Virtual Academy","5607/9100",,,,,,,,"Stevens Point Area Public","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2552,"Rural Virtual Academy","5628/9100",,,,,,,,"Stratford","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2553,"Rural Virtual Academy","5726/9100",,,,,,,,"Thorp","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2554,"Rural Virtual Academy","5747/9100",,,,,,,,"Tomah Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2555,"Rural Virtual Academy","6440/9100",,,,,,,,"White Lake","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2556,"Rural Virtual Academy","6678/9100",,,,,,,,"Wisconsin Dells","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
2557,"RUSD Montessori","4620/0101",,"4800 Graceland Blvd","Racine","WI","53406-3603",,,"Racine Unified","Report received",76,4,4,17,4,4,4,4,"76%","<5%","<5%","17%","<5%","<5%","<5%","<5%",42.72654875,-87.83740907
2558,"Sabish Middle","1862/0300",,"100 N Peters Ave","Fond du Lac","WI","54935-7943",,,"Fond du Lac","Report received",79,4,4,4,4,4,19,4,"79%","<5%","<5%","<5%","<5%","<5%","19%","<5%",43.78138072,-88.4727014
2559,"Saint Croix Central Elementary","2422/0040",,"202 S Division St","Roberts","WI","54023",,,"Saint Croix Central","Report received",85,4,4,4,4,4,9,4,"85%","<5%","<5%","<5%","<5%","<5%","9%","<5%",44.98226593,-92.55154258
2560,"Saint Croix Central High","2422/0060",,"1751 Broadway St","Hammond","WI","54015-9701",,,"Saint Croix Central","Report received",90,4,4,4,4,4,8,4,"90%","<5%","<5%","<5%","<5%","<5%","8%","<5%",44.98157799,-92.44764667
2561,"Saint Croix Central Middle","2422/0080",,"1295 Vine St","Hammond","WI","54015",,,"Saint Croix Central","Report received",82,4,8,4,4,4,10,4,"82%","<5%","8%","<5%","<5%","<5%","10%","<5%",44.973371,-92.43784623
2562,"Saint Croix Falls Elementary","5019/0060",,"651 E Louisiana St","Saint Croix Falls","WI","54024",,,"Saint Croix Falls","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.41092217,-92.63544008
2563,"Saint Croix Falls High","5019/0080",,"740 Maple Dr","Saint Croix Falls","WI","54024",,,"Saint Croix Falls","Report received",91,4,4,4,4,4,7,4,"91%","<5%","<5%","<5%","<5%","<5%","7%","<5%",45.40776311,-92.63388563
2564,"Saint Croix Falls Middle","5019/0070",,"740 Maple Dr","Saint Croix Falls","WI","54024",,,"Saint Croix Falls","Report received",84,4,6,4,4,4,9,4,"84%","<5%","6%","<5%","<5%","<5%","9%","<5%",45.40776311,-92.63388563
2565,"Saint Croix Virtual Academy Inc","2422/0850",,"1751 Broadway Street","Hammond","WI","54015",,,"Saint Croix Central","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.98157799,-92.44764667
2566,"Saint Francis High","5026/0040",,"4225 S Lake Dr","Saint Francis","WI","53235-5941",,,"Saint Francis","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.96771513,-87.85376428
2567,"Salem Elementary","5068/0020",,"8828 Antioch Rd","Salem","WI","53168",,,"Salem","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",42.5478427,-88.10936212
2568,"Sand Lake Elementary","2562/0160",,"3600 Sand Lake Rd","Holmen","WI","54636",,,"Holmen","Report received",93,4,4,4,4,4,7,4,"93%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.92799215,-91.2405055
2569,"Sandburg Elementary","3269/0040",,"4114 Donald Dr","Madison","WI","53704-2899",,,"Madison Metropolitan","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.13637848,-89.31294787
2570,"Sandhill Elementary","5621/0100",,"1920 Lincoln Ave","Stoughton","WI","53589-1096",,,"Stoughton Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.93634071,-89.23722541
2571,"SASD 4K","5621/0190",,"320 North St","Stoughton","WI","53589-1733",,,"Stoughton Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.91896569,-89.21729132
2572,"Sauk Prairie High","5100/0120",,"105 9th St","Prairie du Sac","WI","53578-1428",,,"Sauk Prairie","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.28339797,-89.73065392
2573,"Sauk Prairie Middle","5100/0140",,"207 Maple St","Sauk City","WI","53583-1042",,,"Sauk Prairie","Report received",85,4,7,4,4,4,6,4,"85%","<5%","7%","<5%","<5%","<5%","6%","<5%",43.28126364,-89.73220371
2574,"Sauk Trail Elementary","3549/0120",,"2205 Branch St","Middleton","WI","53562-2840",,,"Middleton-Cross Plains Area","Report received",90,4,4,4,4,4,8,4,"90%","<5%","<5%","<5%","<5%","<5%","8%","<5%",43.09889166,-89.49334226
2575,"Saukville Elementary","4515/0120",,"333 N Mill St","Saukville","WI","53080-1700",,,"Port Washington-Saukville","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.38481127,-87.94010112
2576,"Savanna Oaks Middle","5901/0050",,"5890 Lacy Rd","Fitchburg","WI","53711-5117",,,"Verona Area","Report received",80,4,13,4,4,4,4,4,"80%","<5%","13%","<5%","<5%","<5%","<5%","<5%",43.00245102,-89.45208878
2577,"Sawyer Elementary","5642/0120",,"60 Willow Dr","Sturgeon Bay","WI","54235-2745",,,"Sturgeon Bay","Report received",87,4,6,4,4,4,4,4,"87%","<5%","6%","<5%","<5%","<5%","<5%","<5%",44.82253739,-87.38418363
2578,"Schenk Elementary","3269/0300",,"230 Schenk St","Madison","WI","53714-2398",,,"Madison Metropolitan","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.09220674,-89.32414023
2579,"School District of the Menomonie Area 4K","3444/0150",,"215 Pine Avenue E","Menomonie","WI","54751-1511",,,"Menomonie Area","Report received",89,5,4,4,4,4,4,4,"89%","5%","<5%","<5%","<5%","<5%","<5%","<5%",44.90122785,-91.92974892
2580,"School for Agricultural and Environmental Studies","6216/0150",,"200 S Depot St","Fox Lake","WI","53933-9625",,,"Waupun","Report received",86,4,4,4,4,4,10,4,"86%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.56477415,-88.90480274
2581,"School for Arts and Performance","1376/0460",,"349 N Oak Crest Dr","Wales","WI","53183-9711",,,"Kettle Moraine","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.00957968,-88.3778497
2582,"School of Options & Applied Research High","1526/0410",,"1700 Pleasure Island Road","Eagle River","WI","54521",,,"Northland Pines","Report received",90,4,4,4,4,4,6,4,"90%","<5%","<5%","<5%","<5%","<5%","6%","<5%",45.93454159,-89.25304289
2583,"School of Options & Applied Research Middle","1526/0250",,"6485 Town Hall Rd","Land O' Lakes","WI","54540",,,"Northland Pines","Report received",85,4,7,4,4,4,11,4,"85%","<5%","7%","<5%","<5%","<5%","11%","<5%",46.15884346,-89.22247894
2584,"School of Technology and Arts I","2849/0360",,"1111 7th St S","La Crosse","WI","54601-5474",,,"La Crosse","Report received",91,4,4,4,4,4,5,4,"91%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.80005817,-91.24694522
2585,"School of Technology and Arts II","2849/0204",,"510 9th St S","La Crosse","WI","54601-4799",,,"La Crosse","Report received",70,4,4,4,4,9,22,4,"70%","<5%","<5%","<5%","<5%","9%","22%","<5%",43.80612885,-91.24520042
2586,"Schulte Elementary","4620/0166",,"8515 Westminster Dr","Sturtevant","WI","53177-2865",,,"Racine Unified","Report received",83,4,4,9,4,4,4,4,"83%","<5%","<5%","9%","<5%","<5%","<5%","<5%",42.69332195,-87.88953388
2587,"Schultz Elementary","3661/0060",,"510 Woodlawn Dr","Mishicot","WI","54228-9402",,,"Mishicot","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.23810447,-87.62916253
2588,"Schurz Elementary","6125/0100",,"1508 Neenah St","Watertown","WI","53094-6998",,,"Watertown Unified","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.17733943,-88.72769404
2589,"Second Avenue School","1554/0800",,"721 Oxford Ave","Eau Claire","WI","54703-5481",,,"Eau Claire Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.80772832,-91.50390376
2590,"Section Elementary","3822/0080",,"W318S8430 County Road EE","Mukwonago","WI","53149-9328",,,"Mukwonago","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.89279557,-88.38156079
2591,"Seeds of Health Elementary Program","8001/8121",,"1445 S 32nd St","Milwaukee","WI","53215-1903",,,"Seeds of Health Inc","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.01563028,-87.95451656
2592,"Seneca Elementary","5124/0060",,"202 Main St","Seneca","WI","54654",,,"Seneca Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.26527385,-90.95701272
2593,"Seneca High","5124/0080",,"202 Main St","Seneca","WI","54654",,,"Seneca Area","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.26527385,-90.95701272
2594,"Seneca Junior High","5124/0028",,"202 Main St","Seneca","WI","54654",,,"Seneca Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.26527385,-90.95701272
