School_Year,school_type,county,SCHOOL_NAME,total_enrolled,complete_record,missing_record,exempt_religious,temp_certificate,exempt_medical,incomplete_record
2020,Public,DAVIDSON,Tenn School For Blind,1,1,0,0,0,0,0
2020,Public,DAVIDSON,Kipp Antioch College Prep Elementary,128,124,0,2,0,0,2
2020,Public,CARTER,Central Elementary,29,26,1,2,0,0,0
2020,Public,CARTER,Cloudland Elementary School,30,30,0,0,0,0,0
2020,Public,CARTER,Hampton Elementary,52,51,0,0,0,0,1
2020,Public,CARTER,Happy Valley Elementary,93,86,0,6,0,1,0
2020,Public,CARTER,Hunter Elementary,65,63,0,0,0,0,2
2020,Public,CARTER,Keenburg Elementary,24,48,24,0,0,0,0
2020,Public,CARTER,Little Milligan,16,15,0,1,0,0,0
2020,Public,CARTER,Unaka Elementary,21,20,0,0,0,0,1
2020,Public,CARTER,Valley Forge Elementary,24,24,0,0,0,0,0
2020,Public,CARTER,East Side Elementary,75,70,0,2,0,0,3
2020,Public,CARTER,Harold Mccormick Elementary,52,49,0,0,2,0,1
2020,Public,CARTER,West Side Elementary,60,58,0,2,0,0,0
2020,Public,GREENE,C Hal Henard Elementary,50,48,0,2,0,0,0
2020,Public,GREENE,Eastview Elementary,62,62,0,0,0,0,0
2020,Public,GREENE,Highland Elementary,22,22,0,0,0,0,0
2020,Public,GREENE,Tusculum View Elementary,64,63,0,0,0,0,1
2020,Public,GREENE,Baileyton Elementary,57,56,0,1,0,0,0
2020,Public,GREENE,Camp Creek Elementary,44,43,0,1,0,0,0
2020,Public,GREENE,Chuckey Elementary,55,54,0,0,0,0,1
2020,Public,GREENE,Doak Elementary,76,74,0,1,1,0,0
2020,Public,GREENE,Mcdonald Elementary,35,35,0,0,0,0,0
2020,Public,GREENE,Mosheim Elementary,92,90,0,1,0,1,0
2020,Public,GREENE,Nolachuckey Elementary,46,45,0,0,1,0,0
2020,Public,HANCOCK,Hancock County Elementary,60,55,4,1,0,0,0
2020,Public,HAWKINS,Bulls Gap School,11,10,0,0,1,0,0
2020,Public,HAWKINS,Carter's Valley Elementary,59,57,0,0,2,0,0
2020,Public,HAWKINS,Church Hill Elementary,52,52,0,0,0,0,0
2020,Public,HAWKINS,Clinch School,11,10,0,1,0,0,0
2020,Public,HAWKINS,Joseph Rogers Primary School,83,81,0,2,0,0,0
2020,Public,HAWKINS,Keplar Elementary,9,9,0,0,0,0,0
2020,Public,HAWKINS,Mcpheeter's Bend Elementary,17,17,0,0,0,0,0
2020,Public,HAWKINS,Mooresburg Elementary,31,30,0,0,1,0,0
2020,Public,HAWKINS,Mt Carmel Elementary,53,50,0,2,1,0,0
2020,Public,HAWKINS,St Clair Elementary,25,25,0,0,0,0,0
2020,Public,HAWKINS,Surgoinsville Elementary,62,57,0,4,1,0,0
2020,Public,HAWKINS,Rogersville Elementary,69,69,0,0,0,0,0
2020,Public,JOHNSON,Doe Elementary,23,23,0,0,0,0,0
2020,Public,JOHNSON,Laurel Elementary,11,10,0,0,0,0,1
2020,Public,JOHNSON,Mountain City Elementary,51,48,0,1,0,0,2
2020,Public,JOHNSON,Roan Creek Elementary,44,40,0,0,0,0,4
2020,Public,UNICOI,Love Chapel Elementary,52,50,0,0,0,0,2
2020,Public,UNICOI,Rock Creek Elementary,28,28,0,0,0,0,0
2020,Public,UNICOI,Temple Hill Elementary,10,9,0,1,0,0,0
2020,Public,UNICOI,Unicoi Elementary,42,42,0,0,0,0,0
2020,Public,WASHINGTON,Cherokee Elementary,77,76,0,1,0,0,0
2020,Public,WASHINGTON,Fairmont Elementary,91,87,0,4,0,0,0
2020,Public,WASHINGTON,Lake Ridge Elementary,103,99,0,1,2,1,0
2020,Public,WASHINGTON,Mountain View Elementary,69,68,0,0,1,0,0
2020,Public,WASHINGTON,North Side Elementary,45,43,0,1,0,0,1
2020,Public,WASHINGTON,South Side Elementary,48,48,0,0,0,0,0
2020,Public,WASHINGTON,Towne Acres Elementary,59,58,0,0,1,0,0
2020,Public,WASHINGTON,Woodland Elementary,69,66,0,2,0,0,1
2020,Public,WASHINGTON,Boones Creek Elementary School,80,78,0,1,1,0,0
2020,Public,WASHINGTON,Fall Branch Elementary,38,36,0,0,2,0,0
2020,Public,WASHINGTON,Grandview Elementary School,73,72,0,0,0,1,0
2020,Public,WASHINGTON,Gray Elementary School,63,61,0,0,0,0,2
2020,Public,WASHINGTON,Jonesborough Elementary,84,80,0,1,0,2,1
2020,Public,WASHINGTON,Lamar Elementary,46,46,0,0,0,0,0
2020,Public,WASHINGTON,Ridgeview Elementary School,82,78,0,3,0,0,0
2020,Public,WASHINGTON,South Central Elementary,21,21,0,0,0,0,0
2020,Public,WASHINGTON,Sulphur Springs Elementary,30,29,0,1,0,0,0
2020,Public,WASHINGTON,University School,20,19,0,1,0,0,0
2020,Public,WASHINGTON,West View School,24,24,0,0,0,0,0
2020,Public,BEDFORD,Cascade Elementary,93,89,0,4,0,0,0
2020,Public,BEDFORD,Community Elementary School,93,90,0,0,0,0,3
2020,Public,BEDFORD,Eakin Elementary,109,103,0,1,5,0,0
2020,Public,BEDFORD,East Side Elementary,71,65,0,0,6,0,0
2020,Public,BEDFORD,Learning Way Elementary,77,70,1,3,3,0,0
2020,Public,BEDFORD,Liberty Elementary,52,51,0,0,1,0,1
2020,Public,BEDFORD,South Side Elementary,53,49,0,1,2,0,0
2020,Public,BEDFORD,Thomas Magnet Elementary School,61,61,0,0,0,0,0
2020,Public,COFFEE,Deerfield Elementary School,31,31,0,0,0,0,0
2020,Public,COFFEE,East Coffee Elementary,35,35,0,0,0,0,0
2020,Public,COFFEE,Hickerson Elementary,30,30,0,0,0,0,0
2020,Public,COFFEE,Hillsboro Elementary,50,49,0,1,0,0,0
2020,Public,COFFEE,New Union Elementary,46,45,0,0,1,0,0
2020,Public,COFFEE,North Coffee Elementary,42,41,0,1,0,0,0
2020,Public,COFFEE,College Street Elementary,73,71,0,1,1,0,0
2020,Public,COFFEE,Westwood Elementary,65,61,0,0,3,1,0
2020,Public,COFFEE,Bel Aire Elementary,54,49,0,3,0,0,2
2020,Public,COFFEE,East Lincoln Elementary,73,71,0,0,0,0,2
2020,Public,COFFEE,Jack T Farrar Elementary,62,58,0,2,1,1,0
2020,Public,COFFEE,Robert E Lee Elementary,75,73,0,0,1,0,1
2020,Public,GILES,Elkton Elementary,26,24,0,0,1,0,1
2020,Public,GILES,Minor Hill School,42,39,1,1,0,0,1
2020,Public,GILES,Pulaski Elementary,143,132,0,3,2,0,4
2020,Public,GILES,Richland Elementary,79,72,2,1,0,0,4
2020,Public,HICKMAN,Centerville Elementary,101,100,0,0,1,0,0
2020,Public,HICKMAN,East Hickman Elementary,129,120,0,1,5,0,2
2020,Public,LAWRENCE,David Crockett Elementary,72,68,0,4,0,0,0
2020,Public,LAWRENCE,Ethridge Elementary,45,45,0,0,0,0,0
2020,Public,LAWRENCE,Ingram Sowell Elementary,68,64,0,2,2,0,0
2020,Public,LAWRENCE,Lawrenceburg Public,77,74,0,3,0,0,0
2020,Public,LAWRENCE,Leoma Elementary,37,34,0,2,0,1,0
2020,Public,LAWRENCE,New Prospect Elementary,36,33,0,2,1,0,0
2020,Public,LAWRENCE,Pioneer Virtual Academy,1,1,0,0,0,0,0
2020,Public,LAWRENCE,South Lawrence Elementary,54,53,0,0,1,0,0
2020,Public,LAWRENCE,Summertown Elementary,81,70,0,6,3,0,2
2020,Public,LEWIS,Lewis County Elementary,137,132,0,3,1,1,0
2020,Public,LINCOLN,Ralph Askins School,92,90,0,0,1,0,1
2020,Public,LINCOLN,Blanche School,23,21,0,2,0,0,0
2020,Public,LINCOLN,Flintville School,50,50,0,0,0,0,0
2020,Public,LINCOLN,Highland Rim School,74,70,1,3,0,0,0
2020,Public,LINCOLN,South Lincoln School,51,49,0,1,1,0,0
2020,Public,LINCOLN,Unity School,37,37,0,0,0,0,0
2020,Public,MARSHALL,Cornersville Elementary,65,65,0,0,0,0,0
2020,Public,MARSHALL,Oak Grove Elementary,213,210,1,0,1,0,1
2020,Public,MAURY,Battle Creek Elementary School,105,100,0,3,1,0,1
2020,Public,MAURY,Culleoka Unit School,55,55,0,0,0,0,0
2020,Public,MAURY,Hampshire Unit School,29,28,0,1,0,0,0
2020,Public,MAURY,Highland Park Elementary,61,57,0,1,3,0,0
2020,Public,MAURY,J E Woodard Elementary,86,82,0,2,2,0,0
2020,Public,MAURY,J E Woody Elementary,92,89,0,2,0,0,0
2020,Public,MAURY,J. Brown Elementary,64,55,0,6,1,0,2
2020,Public,MAURY,J. R. Baker Elementary,58,57,0,1,0,0,0
2020,Public,MAURY,Marvin Wright Elementary School,95,87,0,8,0,0,0
2020,Public,MAURY,Mcdowell Elementary,71,69,0,1,1,0,0
2020,Public,MAURY,R Howell Elementary,89,76,6,1,1,0,4
2020,Public,MAURY,Riverside Elementary,86,81,0,0,2,0,3
2020,Public,MAURY,Santa Fe Unit School,35,33,0,2,0,0,0
2020,Public,MAURY,Spring Hill Elementary,69,63,0,3,1,0,2
2020,Public,MOORE,Lynchburg Elementary,59,55,0,2,0,0,2
2020,Public,PERRY,Linden Elementary,41,39,0,2,0,0,0
2020,Public,PERRY,Lobelville Elementary,20,19,0,1,0,0,0
2020,Public,PERRY,Perry County Virtual School,9,5,0,0,0,0,4
2020,Public,WAYNE,Collinwood Elementary,61,59,0,1,1,0,0
2020,Public,WAYNE,Frank Hughes School,16,15,1,0,0,0,0
2020,Public,WAYNE,Waynesboro Elementary,82,80,0,1,1,0,0
2020,Public,BRADLEY,Black Fox Elementary School,87,76,0,10,1,0,0
2020,Public,BRADLEY,Bradley County Virtual School,7,6,0,1,0,0,0
2020,Public,BRADLEY,Charleston Elementary School,45,40,0,2,2,0,1
2020,Public,BRADLEY,Hopewell Elementary School,65,63,0,2,0,0,0
2020,Public,BRADLEY,Michigan Avenue Elementary School,71,65,0,3,3,0,0
2020,Public,BRADLEY,North Lee Elementary School,74,70,0,2,1,0,1
2020,Public,BRADLEY,Oak Grove Elementary School,52,50,0,1,1,0,0
2020,Public,BRADLEY,Park View Elementary School,50,46,0,2,2,0,0
2020,Public,BRADLEY,Prospect Elementary School,60,56,0,2,1,0,1
2020,Public,BRADLEY,Taylor Elementary School,29,29,0,0,0,0,0
2020,Public,BRADLEY,Valley View Elementary School,46,45,1,0,0,0,0
2020,Public,BRADLEY,Waterville Community Elementary School,102,95,0,5,1,1,0
2020,Public,BRADLEY,Arnold Memorial Elementary,45,41,0,1,0,0,2
2020,Public,BRADLEY,Blythe-Bower Elementary,108,100,2,3,1,0,2
2020,Public,BRADLEY,Candy's Creek Cherokee Elementary School,71,61,5,1,2,0,1
2020,Public,BRADLEY,D.P. Yates Primary,62,58,0,3,1,0,0
2020,Public,BRADLEY,G.R. Stuart Elementary,53,44,1,3,2,0,3
2020,Public,BRADLEY,Mayfield Elementary,51,42,0,2,0,0,7
2020,Public,FRANKLIN,Broadview Elementary,37,37,0,0,0,0,0
2020,Public,FRANKLIN,Clark Memorial School,87,86,0,0,1,0,0
2020,Public,FRANKLIN,Cowan Elementary,38,36,0,1,1,0,0
2020,Public,FRANKLIN,Decherd Elementary,61,59,0,1,0,0,1
2020,Public,FRANKLIN,Huntland School,38,36,0,2,0,0,0
2020,Public,FRANKLIN,North Lake Elementary,34,33,0,1,0,0,0
2020,Public,FRANKLIN,Rock Creek Elementary,61,60,1,0,0,0,0
2020,Public,FRANKLIN,Sewanee Elementary,22,22,0,0,0,0,0
2020,Public,GRUNDY,Coalmont Elementary,24,24,0,0,0,0,0
2020,Public,GRUNDY,North Elementary,39,36,0,2,1,0,0
2020,Public,GRUNDY,Palmer Elementary,12,11,0,1,0,0,0
2020,Public,GRUNDY,Pelham Elementary,13,13,0,0,0,0,0
2020,Public,GRUNDY,Swiss Memorial Elementary,13,11,0,2,0,0,0
2020,Public,GRUNDY,Tracy Elementary,30,29,0,0,0,0,1
2020,Public,MARION,Jasper Elementary School,105,104,0,1,0,0,0
2020,Public,MARION,Monteagle Elementary,25,25,0,0,0,0,0
2020,Public,MARION,South Pittsburg Elementary,83,81,0,2,0,0,0
2020,Public,MARION,Whitwell Elementary,90,87,0,1,2,0,0
2020,Public,MARION,Richard Hardy Memorial School,13,13,0,0,0,0,0
2020,Public,MCMINN,City Park Elementary,90,89,0,1,0,0,0
2020,Public,MCMINN,Ingleside Elementary,86,85,0,1,0,0,0
2020,Public,MCMINN,Etowah Elementary,29,25,0,2,1,0,1
2020,Public,MCMINN,Calhoun Elementary,28,27,0,0,0,1,0
2020,Public,MCMINN,E K Baker Elementary,30,29,0,1,0,0,0
2020,Public,MCMINN,Englewood Elementary,52,49,0,2,0,0,1
2020,Public,MCMINN,Mountain View Elementary,62,61,0,1,0,0,0
2020,Public,MCMINN,Niota Elementary,66,63,0,1,1,0,1
2020,Public,MCMINN,Riceville Elementary,54,50,0,1,2,0,1
2020,Public,MCMINN,Rogers Creek Elementary,29,28,0,0,1,0,0
2020,Public,MEIGS,Meigs North Elementary,64,61,0,2,1,0,0
2020,Public,MEIGS,Meigs South Elementary,59,57,0,0,1,0,1
2020,Public,POLK,Benton Elementary,44,40,0,0,1,0,3
2020,Public,POLK,Copper Basin Elementary School,38,33,1,1,0,0,3
2020,Public,POLK,Polk Innovative Learning Academy,7,7,0,0,0,0,0
2020,Public,POLK,South Polk Elementary,41,40,0,0,0,0,1
2020,Public,RHEA,Dayton City Elementary,129,117,0,1,1,1,9
2020,Public,RHEA,Frazier Elementary,50,49,0,1,0,0,0
2020,Public,RHEA,Graysville Elementary School,41,40,0,0,0,0,1
2020,Public,RHEA,Rhea Central Elementary,91,88,0,1,1,0,0
2020,Public,RHEA,Spring City Elementary,75,72,0,3,0,0,0
2020,Public,SEQUATCHIE,Griffith Elementary,124,122,0,0,1,1,0
2020,Public,SULLIVAN,Anderson Elementary,34,34,0,0,0,0,0
2020,Public,SULLIVAN,Avoca Elementary,65,64,0,1,0,0,0
2020,Public,SULLIVAN,Fairmount Elementary,49,47,0,0,1,0,1
2020,Public,SULLIVAN,Haynesfield Elementary,58,56,0,1,1,0,0
2020,Public,SULLIVAN,Holston View Elementary,50,49,0,1,0,0,0
2020,Public,SULLIVAN,Abraham Lincoln Elementary School,53,53,0,0,0,0,0
2020,Public,SULLIVAN,Andrew Jackson Elementary School,71,64,1,1,1,0,1
2020,Public,SULLIVAN,Andrew Johnson Elementary School,91,86,0,5,0,0,0
2020,Public,SULLIVAN,George Washington Elementary School,77,72,0,3,2,0,0
2020,Public,SULLIVAN,John Adams Elementary School,72,71,0,0,1,0,0
2020,Public,SULLIVAN,John F. Kennedy Elementary School,38,32,0,2,0,0,4
2020,Public,SULLIVAN,Theodore Roosevelt Elementary School,40,40,0,0,0,0,0
2020,Public,SULLIVAN,Thomas Jefferson Elementary School,57,57,0,0,0,0,0
2020,Public,SULLIVAN,Blountville Elementary,51,44,1,0,1,0,5
2020,Public,SULLIVAN,Bluff City Elementary,81,80,0,1,0,0,0
2020,Public,SULLIVAN,Central Heights Elementary,26,25,0,1,0,0,0
2020,Public,SULLIVAN,Emmett Elementary,41,38,0,2,0,0,1
2020,Public,SULLIVAN,Holston Elementary,56,54,0,1,0,1,0
2020,Public,SULLIVAN,Indian Springs Elementary,51,49,0,2,0,0,0
2020,Public,SULLIVAN,Ketron Elementary School,85,84,0,1,0,0,0
2020,Public,SULLIVAN,Mary Hughes School,37,35,0,1,0,0,1
2020,Public,SULLIVAN,Miller Perry Elementary,37,37,0,0,0,0,0
2020,Public,SULLIVAN,Rock Springs Elementary,58,55,0,1,2,0,0
2020,Public,SULLIVAN,Sullivan Gardens K-8,29,29,0,0,0,0,0
2020,Public,CANNON,Auburn Elementary,11,11,0,0,0,0,0
2020,Public,CANNON,East Side Elementary,17,17,0,0,0,0,0
2020,Public,CANNON,Short Mountain Elementary,10,9,0,1,0,0,0
2020,Public,CANNON,West Side Elementary,34,34,0,0,0,0,0
2020,Public,CANNON,Woodbury Grammar,32,30,0,1,1,0,0
2020,Public,CANNON,Woodland Elementary,30,30,0,0,0,0,0
2020,Public,CLAY,Celina K-8,57,52,0,2,0,0,1
2020,Public,CLAY,Hermitage Springs Elementary School,23,22,0,0,0,1,0
2020,Public,CUMBERLAND,Crab Orchard Elementary,51,49,0,1,0,0,1
2020,Public,CUMBERLAND,Frank P. Brown Elementary,56,54,0,0,1,0,0
2020,Public,CUMBERLAND,Glenn Martin Elementary,75,73,0,2,0,0,0
2020,Public,CUMBERLAND,Homestead Elementary School,61,61,0,0,0,0,0
2020,Public,CUMBERLAND,North Cumberland Elementary,51,50,0,1,0,0,0
2020,Public,CUMBERLAND,Pine View Elementary,16,16,0,0,0,0,0
2020,Public,CUMBERLAND,Pleasant Hill Elementary,64,62,0,0,2,0,0
2020,Public,CUMBERLAND,South Cumberland Elementary,42,38,0,2,1,1,0
2020,Public,CUMBERLAND,Stone Elementary,72,71,0,1,0,0,0
2020,Public,DEKALB,Dekalb West Elementary,45,43,0,1,1,0,0
2020,Public,DEKALB,Smithville Elementary,183,175,0,2,5,0,0
2020,Public,FENTRESS,Allardt Elementary,29,26,3,0,0,0,0
2020,Public,FENTRESS,Pine Haven Elementary,50,45,5,0,0,0,0
2020,Public,FENTRESS,South Fentress Elementary School,50,46,3,0,0,0,1
2020,Public,FENTRESS,York Elementary,43,39,4,0,0,0,0
2020,Public,JACKSON,Dodson Branch Elementary,34,28,1,1,0,2,0
2020,Public,JACKSON,Gainesboro Elementary,73,67,4,0,0,0,2
2020,Public,MACON,Fairlane Elementary,233,230,0,1,1,0,0
2020,Public,MACON,Red Boiling Springs Elementary,63,61,0,0,0,0,2
2020,Public,MACON,Westside Elementary,90,85,2,0,1,0,2
2020,Public,OVERTON,A H Roberts Elementary,51,50,0,0,1,0,0
2020,Public,OVERTON,Allons Elementary,22,22,0,0,0,0,0
2020,Public,OVERTON,Hilham Elementary,31,31,0,0,0,0,0
2020,Public,OVERTON,Rickman Elementary,84,78,2,2,1,0,1
2020,Public,OVERTON,Wilson Elementary,17,16,0,1,0,0,0
2020,Public,PICKETT,Pickett County Elementary,50,46,0,2,0,0,2
2020,Public,PUTNAM,Algood Elementary,79,75,1,1,0,0,2
2020,Public,PUTNAM,Baxter Primary,117,108,0,5,3,0,0
2020,Public,PUTNAM,Burks Elementary,62,59,0,0,3,0,0
2020,Public,PUTNAM,Cane Creek Elementary,68,63,0,1,0,0,4
2020,Public,PUTNAM,Capshaw Elementary,89,88,0,1,0,0,0
2020,Public,PUTNAM,Jere Whitson Elementary,52,47,0,1,3,1,0
2020,Public,PUTNAM,Northeast Elementary,75,74,0,0,1,0,0
2020,Public,PUTNAM,Park View Elementary,71,63,1,0,2,0,5
2020,Public,PUTNAM,Prescott South Elementary,98,89,3,4,0,0,2
2020,Public,PUTNAM,Sycamore Elementary,46,43,0,1,1,1,0
2020,Public,SMITH,Carthage Elementary,82,82,0,0,0,0,0
2020,Public,SMITH,Defeated Elementary,25,25,0,0,0,0,0
2020,Public,SMITH,Forks River Elementary,21,20,0,0,0,0,1
2020,Public,SMITH,New Middleton Elementary,59,59,0,0,0,0,0
2020,Public,SMITH,Union Heights Elementary,26,26,0,0,0,0,0
2020,Public,WARREN,Bobby Ray Memorial,67,65,0,0,1,0,1
2020,Public,WARREN,Centertown Elementary,45,45,0,0,0,0,0
2020,Public,WARREN,Dibrell Elementary,33,30,0,0,0,0,3
2020,Public,WARREN,Eastside Elementary,33,33,0,0,0,0,0
2020,Public,WARREN,Hickory Creek School,106,104,0,1,1,0,0
2020,Public,WARREN,Irving College Elementary,23,22,0,0,0,0,0
2020,Public,WARREN,Morrison Elementary,34,33,0,0,1,0,0
2020,Public,WARREN,West Elementary,75,72,0,0,3,0,0
2020,Public,WHITE,Bon De Croft Elementary,17,15,0,1,0,0,1
2020,Public,WHITE,Cassville Elementary,37,37,0,0,0,0,0
2020,Public,WHITE,Doyle Elementary,53,50,0,0,2,0,1
2020,Public,WHITE,Findlay Elementary,64,52,0,4,0,0,8
2020,Public,WHITE,Northfield Elementary School,52,52,0,0,0,0,0
2020,Public,WHITE,Woodland Park Elementary,79,64,6,2,0,0,7
2020,Public,BENTON,Big Sandy School,23,23,0,0,0,0,0
2020,Public,BENTON,Camden Elementary,116,114,0,0,1,1,0
2020,Public,BENTON,Holladay Elementary,14,13,0,0,1,0,0
2020,Public,BLEDSOE,Cecil B Rigsby Elementary,18,18,0,0,0,0,0
2020,Public,BLEDSOE,Mary V Wheeler Elementary,35,33,1,1,0,0,0
2020,Public,BLEDSOE,Pikeville Elementary,53,52,0,0,0,0,1
2020,Public,CARROLL,Central Elementary,48,48,0,0,0,0,0
2020,Public,CARROLL,Huntingdon Primary,96,94,0,1,1,0,0
2020,Public,CARROLL,Mckenzie Elementary,88,84,1,0,0,0,3
2020,Public,CARROLL,Clarksburg School,20,20,0,0,0,0,0
2020,Public,CARROLL,West Carroll Primary,64,60,1,1,0,0,2
2020,Public,CHESTER,East Chester Elementary School,118,107,0,3,0,0,8
2020,Public,CHESTER,Jacks Creek Elementary,29,28,0,1,0,0,0
2020,Public,CHESTER,W Chester Elementary School,60,58,0,1,0,0,1
2020,Public,CROCKETT,Alamo Elementary,67,67,0,0,0,0,0
2020,Public,CROCKETT,Bells Elementary,62,62,0,0,0,0,0
2020,Public,CROCKETT,Friendship Elementary,15,15,0,0,0,0,0
2020,Public,CROCKETT,Gadsden Elementary,37,36,0,0,0,0,1
2020,Public,CROCKETT,Maury City Elementary,33,32,0,0,0,0,1
2020,Public,DECATUR,Decaturville Elementary,49,48,0,1,0,0,0
2020,Public,DECATUR,Parsons Elementary,65,62,0,3,0,0,0
2020,Public,DYER,Dyersburg Primary,211,209,0,1,1,0,0
2020,Public,DYER,Fifth Consolidated School,81,78,0,2,1,0,0
2020,Public,DYER,Finley Elementary,33,33,0,0,0,0,0
2020,Public,DYER,Holice Powell Elementary,40,39,0,1,0,0,0
2020,Public,DYER,Newbern Elementary School,83,81,0,1,1,0,0
2020,Public,DYER,Trimble Elementary,12,12,0,0,0,0,0
2020,Public,FAYETTE,Buckley-Carpenter Elementary School,82,80,0,0,0,0,2
2020,Public,FAYETTE,La Grange Moscow Elementary,33,30,0,2,1,0,0
2020,Public,FAYETTE,Oakland Elementary,67,65,0,0,0,0,2
2020,Public,FAYETTE,Southwest Elementary,35,34,0,0,1,0,0
2020,Public,GIBSON,Bradford Elementary,48,43,0,2,3,0,0
2020,Public,GIBSON,Dyer Elementary,40,40,0,0,0,0,0
2020,Public,GIBSON,Kenton Elementary School,14,14,0,0,0,0,0
2020,Public,GIBSON,Rutherford Elementary,20,20,0,0,0,0,0
2020,Public,GIBSON,South Gibson County Elementary School,165,159,0,3,1,0,2
2020,Public,GIBSON,Spring Hill Elementary,10,10,0,0,0,0,0
2020,Public,GIBSON,Yorkville Elementary,8,8,0,0,0,0,0
2020,Public,GIBSON,Stigall Primary School,111,103,0,4,0,0,3
2020,Public,GIBSON,Milan Elementary,160,150,0,4,6,0,0
2020,Public,GIBSON,Trenton Elementary,93,91,0,1,0,0,0
2020,Public,HARDEMAN,Bolivar Elementary,113,112,0,0,1,0,0
2020,Public,HARDEMAN,Grand Junction Elementary,23,23,0,0,0,0,0
2020,Public,HARDEMAN,Hornsby Elementary,16,16,0,0,0,0,0
2020,Public,HARDEMAN,Middleton Elementary,49,48,0,0,1,0,0
2020,Public,HARDEMAN,Toone Elementary,20,20,0,0,0,0,0
2020,Public,HARDEMAN,Whiteville Elementary,36,34,0,0,2,0,0
2020,Public,HARDIN,East Hardin Elementary,56,56,0,0,0,0,0
2020,Public,HARDIN,Northside Elementary,88,88,0,0,0,0,0
2020,Public,HARDIN,Parris South Elementary,63,62,0,0,0,0,1
2020,Public,HARDIN,Pickwick Southside School,27,27,0,0,0,0,0
2020,Public,HARDIN,West Hardin Elementary,29,28,0,1,0,0,0
2020,Public,HAYWOOD,Anderson Early Childhood,194,163,2,1,0,0,28
2020,Public,HENDERSON,Bargerton Elementary,21,21,0,0,0,0,0
2020,Public,HENDERSON,Beaver Elementary,21,20,0,1,0,0,0
2020,Public,HENDERSON,Pin Oak Elementary,33,33,0,0,0,0,0
2020,Public,HENDERSON,Scotts Hill Elementary,38,36,0,0,2,0,0
2020,Public,HENDERSON,South Haven Elementary,25,24,0,0,0,0,1
2020,Public,HENDERSON,South Side Elementary,35,34,0,1,0,0,0
2020,Public,HENDERSON,Westover Elementary,69,69,0,0,0,0,0
2020,Public,HENDERSON,Paul G. Caywood Elementary,84,80,1,2,0,0,1
2020,Public,HENRY,Dorothy And Noble Harrelson School,35,35,0,0,0,0,0
2020,Public,HENRY,Henry County Virtual Academy,3,2,0,0,1,0,0
2020,Public,HENRY,Henry Elementary,24,24,0,0,0,0,0
2020,Public,HENRY,Lakewood Elementary,55,52,0,3,0,0,0
2020,Public,HENRY,W G Rhea Elementary,179,175,0,1,2,0,0
2020,Public,LAKE,Margaret Newton Elementary,66,64,0,2,0,0,0
2020,Public,LAUDERDALE,Halls Elementary School,71,71,0,0,0,0,0
2020,Public,LAUDERDALE,Ripley Primary,166,166,0,0,0,0,0
2020,Public,MCNAIRY,Adamsville Elementary,65,62,0,1,0,0,2
2020,Public,MCNAIRY,Bethel Springs Elementary,61,60,0,0,0,1,0
2020,Public,MCNAIRY,Michie Elementary,30,30,0,0,0,0,0
2020,Public,MCNAIRY,Ramer Elementary,46,44,0,1,0,0,1
2020,Public,MCNAIRY,Selmer Elementary,88,85,0,1,1,0,1
2020,Public,OBION,Black Oak Elementary,30,29,0,1,0,0,0
2020,Public,OBION,Hillcrest Elementary,61,57,0,0,0,1,3
2020,Public,OBION,Lake Road Elementary,58,58,0,0,0,0,0
2020,Public,OBION,Ridgemont Elementary,37,37,0,0,0,0,0
2020,Public,OBION,South Fulton Elementary,48,48,0,0,0,0,0
2020,Public,OBION,Union City Elementary School,151,140,3,4,2,0,2
2020,Public,TIPTON,Atoka Elementary School,143,143,0,0,0,0,0
2020,Public,TIPTON,Austin Peay Elementary School,73,71,0,0,2,0,0
2020,Public,TIPTON,Brighton Elementary,98,95,0,2,1,0,0
2020,Public,TIPTON,Covington Integrated Arts Academy,69,69,0,0,0,0,0
2020,Public,TIPTON,Crestview Elementary,120,119,1,0,0,0,0
2020,Public,TIPTON,Drummonds Elementary,108,104,0,3,1,0,0
2020,Public,TIPTON,Munford Elementary,126,120,0,4,2,0,0
2020,Public,WEAKLEY,Dresden Elementary,85,80,3,1,0,0,1
2020,Public,WEAKLEY,Gleason School,36,36,0,0,0,0,0
2020,Public,WEAKLEY,Greenfield School,26,26,0,0,0,0,0
2020,Public,WEAKLEY,Martin Primary,118,114,0,2,1,0,1
2020,Public,WEAKLEY,Sharon School,13,12,0,0,1,0,0
2020,Private,ANDERSON,St. Mary's School,20,17,1,0,0,0,2
2020,Private,BEDFORD,Victory Baptist Academy,15,15,0,0,0,0,0
2020,Private,BLOUNT,Maryville Christian School,7,5,0,2,0,0,0
2020,Private,BRADLEY,Bowman Hills School,13,12,0,1,0,0,0
2020,Private,BRADLEY,Tennessee Christian Preparatory School,7,5,0,2,0,0,0
2020,Private,BRADLEY,United Christian Academy,16,13,0,3,0,0,0
2020,Private,CAMPBELL,Jellico Christian Academy,4,4,0,0,0,0,0
2020,Private,CHEATHAM,Pleasant View Christian School,16,14,0,2,0,0,0
2020,Private,CLAIBORNE,J. Frank White Academy,18,17,0,0,0,0,1
2020,Private,DAVIDSON,Abintra Montessori School,5,2,0,0,0,0,3
2020,Private,DAVIDSON,Akiva School,19,19,0,0,0,0,0
2020,Private,DAVIDSON,Christ Presbyterian Academy,50,43,0,5,0,0,2
2020,Private,DAVIDSON,Christ the King School,25,25,0,0,0,0,0
